Tote,gmTote1,Carvings must be placed in your Backpack,Les sculptures doivent être placées dans ton sac à dos, WARNING: AUTO-TRANSLATION #####################################################
,gmTote2,Carvings in hand,Sculptures dans ta main, WARNING: AUTO-TRANSLATION #####################################################
,gmTote3,Discarded Carvings,Sculptures discartées, WARNING: AUTO-TRANSLATION #####################################################
,gmTote4,Banished Carvings,Sculptures bannies, WARNING: AUTO-TRANSLATION #####################################################
Run Types,rt1,standard,Normale, WARNING: AUTO-TRANSLATION #####################################################
,rt1d,A basic run with no special settings!,Une partie de base sans paramètres spéciaux !, WARNING: AUTO-TRANSLATION #####################################################
,rt2,No experience,Sans expérience, WARNING: AUTO-TRANSLATION #####################################################
,rt3,Bombs Away,Explosif, WARNING: AUTO-TRANSLATION #####################################################
,rt4,Easy Mode,Mode Facile, WARNING: AUTO-TRANSLATION #####################################################
,rt5,Hard Mode,Mode Difficile, WARNING: AUTO-TRANSLATION #####################################################
,rt5b,Hard Mode 2,Mode Difficile 2, WARNING: AUTO-TRANSLATION #####################################################
,rt5c,Hard Mode 3,Mode Difficile 3, WARNING: AUTO-TRANSLATION #####################################################
,rt5dd,Hard Mode 4,Mode Difficile 4, WARNING: AUTO-TRANSLATION #####################################################
,rt5v5,Hard Mode 5,Mode Difficile 5, WARNING: AUTO-TRANSLATION #####################################################
,rt5e,Unfair Mode,Mode injuste, WARNING: AUTO-TRANSLATION #####################################################
,rt5f,Hard Puzzle Mode,Mode casse-tête Difficile, WARNING: AUTO-TRANSLATION #####################################################
,rt6,Pauper Mode,Mode pauvre, WARNING: AUTO-TRANSLATION #####################################################
,rt7,Glass Cannon,Canon de cristal, WARNING: AUTO-TRANSLATION #####################################################
,rt8,5 by 5 challenge,Défi 5 par 5, WARNING: AUTO-TRANSLATION #####################################################
,rt8b,5 by 7 challenge,Défi 5 par 7, WARNING: AUTO-TRANSLATION #####################################################
,rt9,Another way,Autrement, WARNING: AUTO-TRANSLATION #####################################################
,rt10,Big Mode,Mode Géant, WARNING: AUTO-TRANSLATION #####################################################
,rt11,Classic Matthew,Matheo classique, WARNING: AUTO-TRANSLATION #####################################################
,rt12,Endless Dream,Rêve sans fin, WARNING: AUTO-TRANSLATION #####################################################
,rt13,Great Pair,Bonne paire, WARNING: AUTO-TRANSLATION #####################################################
,rt14,Horrible Curse,Horrible malédiction, WARNING: AUTO-TRANSLATION #####################################################
,rt15,Horrible Luck,Horrible chance, WARNING: AUTO-TRANSLATION #####################################################
,rt16,Lethal,Mortel, WARNING: AUTO-TRANSLATION #####################################################
,rt17,Penny Pincher,Grippe-sous, WARNING: AUTO-TRANSLATION #####################################################
,rt18,Puzzle Mode,Mode casse-tête, WARNING: AUTO-TRANSLATION #####################################################
,rt19,Quick and Easy,Rapide et facile, WARNING: AUTO-TRANSLATION #####################################################
,rt20,Scaling Energy,Énergie grimpante, WARNING: AUTO-TRANSLATION #####################################################
,rt21,Small Paws,Petites pattes, WARNING: AUTO-TRANSLATION #####################################################
,rt22,Standard Energy,Énergie standard, WARNING: AUTO-TRANSLATION #####################################################
,rt23,Strong Start,Bon départ, WARNING: AUTO-TRANSLATION #####################################################
,rt24,Trash Blaster,Blaster à ordures, WARNING: AUTO-TRANSLATION #####################################################
,rt25,Wrecked Relics,Reliques détruites, WARNING: AUTO-TRANSLATION #####################################################
,rt26,Boss Rush,Ruée vers le patron, WARNING: AUTO-TRANSLATION #####################################################
,rt27,Ever changing,En constante évolution, WARNING: AUTO-TRANSLATION #####################################################
,rt28,Adaptive,Adaptatif, WARNING: AUTO-TRANSLATION #####################################################
,Run modifier,Run modifier,Ajouter le modificateur, WARNING: AUTO-TRANSLATION #####################################################
Run Type Text,rte1,Has been completed!,A été complété!, WARNING: AUTO-TRANSLATION #####################################################
,rte2b,This run was unlocked by completing:,Cette partie a été déverrouillée en complétant :, WARNING: AUTO-TRANSLATION #####################################################
,rte2,This run is locked until you complete:,Cette partie est verrouillée jusqu'à ce que tu termines :, WARNING: AUTO-TRANSLATION #####################################################
,rte3,Locked!,Fermé à clef !, WARNING: AUTO-TRANSLATION #####################################################
Run Type Descriptors,rtd1,You cannot earn experience,Tu ne peux pas gagner d'expérience, WARNING: AUTO-TRANSLATION #####################################################
,rtd2,You start with these items. You must keep them the entire run:,Tu commences avec ces objets. Tu dois les conserver pendant toute la partie :, WARNING: AUTO-TRANSLATION #####################################################
,rtd3,You can take /x items after each standard battle,Tu peux prendre /x objets après chaque bataille standard, WARNING: AUTO-TRANSLATION #####################################################
,rtd4,/x to max health,/x aux PV max, WARNING: AUTO-TRANSLATION #####################################################
,rtd5,/x% each time you earn xp,/x% à chaque fois que tu gagnes de l'xp, WARNING: AUTO-TRANSLATION #####################################################
,rtd6,/x% each time you earn gold,/x% à chaque fois que tu gagnes de l'or, WARNING: AUTO-TRANSLATION #####################################################
,rtd7,/x% to enemy health,/x% aux PV des ennemis, WARNING: AUTO-TRANSLATION #####################################################
,rtd8,Backpack limited to /x spaces wide,Sac à dos limité à /x espaces de large, WARNING: AUTO-TRANSLATION #####################################################
,rtd9,You can only find common and uncommon items,tu ne peux trouver que des objets communs et non-communs, WARNING: AUTO-TRANSLATION #####################################################
,rtd10,You start with these items:,Tu commences avec ces objets :, WARNING: AUTO-TRANSLATION #####################################################
,rtd11,You cannot find these items:,Tu ne trouveras pas ces objets :, WARNING: AUTO-TRANSLATION #####################################################
,rtd12,Standard chests contain /x items,Les coffres standards contiennent /x objets, WARNING: AUTO-TRANSLATION #####################################################
,rtd13,Enemy attacks get /x% damage,Les attaques ennemies gagnent /x% de dégât, WARNING: AUTO-TRANSLATION #####################################################
,rtd14,You cannot find items of this type:,Tu ne trouveras pas d'objets de ce type :, WARNING: AUTO-TRANSLATION #####################################################
,rtd15,All weapons receive /x% bonus damage,Toutes les armes gagnent /x% de dégât en plus, WARNING: AUTO-TRANSLATION #####################################################
,rtd16,/x% to luck,/x% à la chance, WARNING: AUTO-TRANSLATION #####################################################
,rtd17,All status effects deal damage and disappear each turn,Toutes les conditions infligent des dégâts et disparaissent à chaque tour, WARNING: AUTO-TRANSLATION #####################################################
,rtd18,Start the game from Matthew,Commence la partie à partir de Matthew, WARNING: AUTO-TRANSLATION #####################################################
,rtd19,Your max health is /x,Ton PV max est de /x, WARNING: AUTO-TRANSLATION #####################################################
,rtd20,Instead of standard items - find a chest after each combat,Au lieu des objets habituels - trouve un coffre après chaque combat, WARNING: AUTO-TRANSLATION #####################################################
,rtd21,Instead of standard items - find a store after each combat,Au lieu des objets habituels - trouve un magasin après chaque combat, WARNING: AUTO-TRANSLATION #####################################################
,rtd22,You can only find /x space items,Tu ne peux trouver que des objets qui occupent /x espaces, WARNING: AUTO-TRANSLATION #####################################################
,rtd23,You can only find items that are /x spaces or larger,Tu ne peux trouver que des objets qui occupent /x espaces ou plus, WARNING: AUTO-TRANSLATION #####################################################
,rtd24,Your energy starts at /x and increases each turn,Ton énergie commence à /x et augmente à chaque tour, WARNING: AUTO-TRANSLATION #####################################################
,rtd25,You get /x energy each turn,Tu gagnes /x énergie à chaque tour, WARNING: AUTO-TRANSLATION #####################################################
,rtd26,You cannot find relics,Tu ne peux pas trouver de reliques, WARNING: AUTO-TRANSLATION #####################################################
,rtd27,There is only one floor before each boss,Il n'y a qu'un étage avant chaque boss, WARNING: AUTO-TRANSLATION #####################################################
,rtd28,Enemies will never poison the player,Les ennemis n'empoisonneront jamais le joueur, WARNING: AUTO-TRANSLATION #####################################################
,rtd29,Don't start with standard items,Ne commence pas avec les objets standards, WARNING: AUTO-TRANSLATION #####################################################
,rtd30,Items must be placed adjacent to an item of the same type or rarity. This excludes your starting items:,Les objets doivent être placés à côté d'un objet du même type ou de la même rareté. Cela exclut les objets de départ :, WARNING: AUTO-TRANSLATION #####################################################
,rtd31,Enemies will never curse the player,Les ennemis ne maudiront jamais le joueur, WARNING: AUTO-TRANSLATION #####################################################
,rtd32,Backpack starts at /x spaces wide,Le sac à dos commence à /x espaces de large, WARNING: AUTO-TRANSLATION #####################################################
,rtd33,Go directly to each Boss,Aller directement à chaque Boss, WARNING: AUTO-TRANSLATION #####################################################
,rtd34,Start in a room with:,Commencez dans une pièce avec :, WARNING: AUTO-TRANSLATION #####################################################
,rtd35,All items are replaced after each battle,Tous les objets sont remplacés après chaque bataille, WARNING: AUTO-TRANSLATION #####################################################
minigames,mini1,Spin /x gold,Tourner /x Or,
,mini2,Spin - free,Tourner - Gratuit,
,mini3,Can't leave yet,Impossible de partir pour le moment,
,mini4,Finish your guess to leave,Termine de deviner pour partir,
,mini5,No more guesses!,Plus d'essais !,
,mini6,Matching,Mémoire,
,mini7,You have /x guesses remaining,Tu as /x essais restants,
tutorials,tut1,In combat you click items to use them. You must defeat all enemies to continue.,"En combat, cliques sur les objets pour les utiliser. Élimine tous les ennemis pour continuer.",
,tut2,"Add all items to your backpack to continue! While holding an item, you can press right mouse or arrow keys to rotate it!","Ajoute tous les objets à ton sac pour continuer ! En tenant un objet, tu peux faire un clique droit ou appuyer sur les flèches pour le faire tourner !",
,tutCR81,Put items in the path of your core. Use your core to activate them,Mets des composantes dans le chemin de ton noyau. Utilise ton noyau pour les activer, WARNING: AUTO-TRANSLATION #####################################################
,tutCR82,"If multiple items are in the path, they will all be used","Si plusieurs objets se trouvent dans le chemin, ils seront tous utilisés", WARNING: AUTO-TRANSLATION #####################################################
,tutCR83,"If an item occupies multiple spaces, it can be used multiple times","Si un objet occupe plusieurs espaces, il peut être utilisé plusieurs fois", WARNING: AUTO-TRANSLATION #####################################################
,tutCR84,You can redirect the path of your charge,Tu peux rediriger le chemin de la charge, WARNING: AUTO-TRANSLATION #####################################################
,tutCR85,"If you don't have enough energy to use an item, the charge is lost. Use a splitter to divide a charge. The energy is rounded up!","Si tu n'as pas assez d'énergie pour utiliser un objet, la charge est perdue. Utilise un séparateur pour diviser une charge. L'énergie est arrondie à la hausse !", WARNING: AUTO-TRANSLATION #####################################################
,tutCR86,Use multiple different charges to hit the same item several times,Utilise plusieurs charges différentes pour frapper plusieurs fois le même objet, WARNING: AUTO-TRANSLATION #####################################################
,tutCR87,"Once a charge has 0 energy, it is destroyed. Use any 0 energy items first","Une fois qu'une charge a 0 énergie, elle est détruite. Utilise d'abord les objets avec un coût de 0 d'abord", WARNING: AUTO-TRANSLATION #####################################################
,tutCR88,Some items create charges on their own!,Certains objets créent des charges par eux-mêmes  !, WARNING: AUTO-TRANSLATION #####################################################
,tutTote1,Each turn Tote draws 3 carvings. Drag them to your bag to summon them.,"Chaque tour, Tote pioche 3 sculptures. Glissez-les dans votre sac pour les invoquer.", WARNING: AUTO-TRANSLATION #####################################################
,tutTote2,Some carvings can be used after they are summoned.,Certaines sculptures peuvent être utilisées après leur invocation., WARNING: AUTO-TRANSLATION #####################################################
,tutTote3,Some carvings have a cost to summon - shown at the bottom of the card.,Certaines sculptures ont un coût à invoquer - indiqué au bas de la carte., WARNING: AUTO-TRANSLATION #####################################################
,tutTote4,Discarded carvings can be drawn again. Banished carvings are removed for the rest of combat,Les sculptures jetées peuvent être dessinées à nouveau. Les sculptures bannies sont supprimées pour le reste du combat, WARNING: AUTO-TRANSLATION #####################################################
,tutTote5,Move carvings to your deck to collect them. Removing them later will cost money!,Déplacez les sculptures sur votre deck pour les récupérer. Les supprimer plus tard coûtera de l'argent!, WARNING: AUTO-TRANSLATION #####################################################
,,,,
,,,,
,,,,
enemyCards,enemyXP,You will get /x experience for defeating this enemy,Tu gagneras /x points d'expérience pour avoir éliminé cet ennemi.,
,enemyC,"Cowardly! Will flee if only cowardly enemies remain""","Peureux ! S'echappera s'il ne reste que des ennemis peureux""",
,enemyB,This enemy is a defender! Anyone behind them cannot be targeted,Cet ennemi est un défenseur ! Quiconque derrière eux ne peut être ciblé, WARNING: AUTO-TRANSLATION #####################################################
,enemyS,This enemy is a summon,Cet ennemi a été invoqué,
,enemyHP,HP: /x / /y,PV : /x / /y,"example: ""HP: 3 / 5"""
enemies,Armadillo,Armadillo,Tatou,
,Armadillo1,These armadillos are legendary for their defensive abilities! And their stench!,Ces tatous sont reconnus pour leur impressionante défense ! Et leur ôdeur putride !,
,Badger Boss,Badger Boss,Chef Blaireau,
,Badger Boss1,The Badger Boss is a true threat!,Le Chef Blaireau est un sérieux danger !,
,Badger,Badger,Blaireau,
,Badger1,You never see these guys alone. So annoying!,Ils ne sont jamais seuls. Tellement énervant !,
,Bandit Lord,Bandit Lord,Seigneur Bandit,
,Bandit Lord1,Isn't rebelling against authority the whole point of being a bandit?,Se rebeller contre l’autorité n’est-il pas tout l’intérêt d’être un bandit ?,
,Bat,Bat,Chauve-souris,
,Bat1,These bats don't drink... wine...,Ces chauve-souris ne boivent pas du... vin...,
,Blademaster,Blade Master,Maître d'armes,
,Blademaster1,"""You seem a decent fellow, I hate to kill you""","« Tu as l’air d’un gaillard décent, je déteste devoir te tuer »",
,Bearded Dragon,Bearded Dragon,Pogona,
,Bearded Dragon1,Karate practice is a way of life,Le karaté est un mode de vie,
,Blue Snail,Blue Snail,Escargot bleu, WARNING: AUTO-TRANSLATION #####################################################
,Blue Snail1,Blueberry flavor! Mmm!,Saveur myrtille ! Mmm !, WARNING: AUTO-TRANSLATION #####################################################
,Crossbowman,Crossbowman,Arbalétrier,
,Crossbowman1,Hares - Nimbler than Badgers and stronger than Rabbits. They are ideal crossbowmen in the King's army,Les Lièvres - Plus agiles que les blaireaux et plus forts que les lapins. Ce sont des arbalétriers idéaux dans l’armée du roi,
,Crow Bandit,Crow Bandit,Corbeau Bandit,
,Crow Bandit1,They'll take your stuff and fly off,Ils prendront tes trucs et s'envoleront,
,Cultist Blade,Cultist Blade,Lame Cultiste,
,Cultist Blade1,From his hand a gold chain dangles - an idol of his leader,De sa main pend une chaîne en or - une idole de son maître,
,Cultist,Cultist,Cultiste,
,Cultist1,The cult is a pathway to many unnatural abilities,Le culte est un chemin vers differents pouvoirs surnaturels,
,Elder Mage,Elder Mage,Grand mage,
,Elder Mage1,From his hand a gold chain dangles - an idol of his leader,De sa main pend une chaîne en or - une idole de son maître,
,Ferret King,Ferret King,Roi Furret,
,Ferret King1,He'd be kind of cute if he wasn't such a violent person,Il serait plutôt mignon s'il n'était pas si aggresif,
,Fire Gecko,Fire Gecko,Gecko de Feu,
,Fire Gecko1,"Years of training, but no match for a magical backpack","Des années d’entraînement, mais ne se compare pas à un sac à dos magique",
,Frog Wizard,Frog Wizard,Sorcière Grenouille,
,Frog Wizard1,Frogs know about a deep magic that appears on rare Wednesdays,Les grenouilles connaissent une magie profonde qui apparaît de rares mercredis,
,Gerbil Ruffian,Gerbil Ruffian,Brûte Gerbille,
,Gerbil Ruffian1,Rumor has it that Gerbils used to be pets before the founding of Orderia. These overgrown monsters make you doubt it.,La rumeur dit que les gerbilles étaient des animaux de compagnie avant la fondation d’Orderia. Ces monstres t'en font douter.,
,Glory Knight,Glory Knight,Chevalier Glorieux,
,Glory Knight1,Courageous heroes who have lost their way,Des héros courageux qui se sont égarés,
,Grandmaster,Grandmaster,Grand Maître,
,Grandmaster1,The fires of this place will turn you to ashes,Les flammes de cet endroit te reduiront en cendres,
,Hawk Knight,Hawk Knight,Faucon Chevalier,
,Hawk Knight1,Noble. Screechingly loud. Pretty annoying really,Noble. Bruyant. Assez irritant pour être honnête,
,Hermit Crab,Hermit Crab,Bernard-l'ermite,
,Hermit Crab1,"Sure they're crabs, but most hermits are easier to avoid","Bien sûr, ce sont des crabes, mais la plupart des ermites sont plus faciles à éviter",
,Hermit Crab Mimic,Hermit Crab Mimic,Bernard l'ermite dissimulé, WARNING: AUTO-TRANSLATION #####################################################
,Hermit Crab Mimic1,looks can be deceiving,les apparences peuvent être trompeuses, WARNING: AUTO-TRANSLATION #####################################################
,King,King,Roi,
,King1,"""All the world will be your enemy""","""Le monde entier sera ton ennemi""",
,Lil Bee,Li'l Bee,P'tite Abeille,
,Lil Bee1,These small bees are all drones of the queen ,Ces abeilles sont les drônes de la reine, WARNING: ENGLISH TEXT CHANGED #####################################################
,Living Shadow,Living Shadow,Ombre Maudite,
,Living Shadow1,A dark shadow of yourself.  Doppel-get-over-it!,"Une sombre ombre de toi-même. ""Sosie""-toi !", WARNING: ENGLISH TEXT CHANGED #####################################################
,Muskrat Brigand,Muskrat Brigand,Brigand Musqué,
,Muskrat Brigand1,"Tiny, spiny, they'll kick you in your... face","Minuscules, épineux, ils te donneront un coup de pied dans ton... visage",
,Newt,Newt,Triton,
,Newt1,Newts stay in moist areas. It's pretty nasty really,Les tritons vivent dans des endroits humides. C'est assez dégoutant en fait.,
,Olm,Olm,Olm,
,Olm1,Is it getting hot in here?,Il fait pas un peu chaud ici ?,
,Pink Flower,Pink Flower,Fleur rose,
,Pink Flower1,Beautiful but deadly,Magnifique mais mortelle,
,Porcupine,Porcupine ,Porc-epic, WARNING: ENGLISH TEXT CHANGED #####################################################
,Porcupine1,Porcupines are usually friendly creatures. Something horrible must have happened to her,Les porcs-épics sont généralement des créatures amicales. Quelque chose d’horrible a dû lui arriver,
,Purple Snail,Purple Snail,Escargot violet, WARNING: AUTO-TRANSLATION #####################################################
,Purple Snail1,Grape flavor. Delicious!,Saveur de raisin. Délicieuse!, WARNING: AUTO-TRANSLATION #####################################################
,Queen Bee,Queen Bee,Reine des Abeilles,
,Queen Bee1,The queen bee commands the armies!,"""La Reine commande l'armée !""",
,Rabbit,Rabbit,Lapin,
,Rabbit1,The rabbit knows you are in its garden,Le lapin sait que tu es dans son jardin,
,Ratwolf,Ratwolf,Rat-Loup,
,Ratwolf1,"The ratwolf has long patrolled these halls, killing adventurers who stray too far","Le rat-loup a longtemps patrouillé dans ces salles, tuant des aventuriers qui s'aventurent trop loin.",
,Red Snail,Red Snail,Escargot rouge, WARNING: AUTO-TRANSLATION #####################################################
,Red Snail1,Strawberry flavor!,Saveur fraise !, WARNING: AUTO-TRANSLATION #####################################################
,Repxecutioner,Repxecutioner,Rept-ourreau,
,Repxecutioner1,These lizards are known for their legendary fighting ability,Ces lézards sont connus pour leur habileté de combat légendaire.,
,Rude Rooster,Rude Rooster,Coq Coquin,
,Rude Rooster1,This guy punched through his shell at 20 days old,Ce type a frappé à travers sa coquille à 20 jours !,
,Sable,Sable,Zibeline,
