,opt11,Delete on Game Over,Șterge salvarea o când pierzi, WARNING: AUTO-TRANSLATION #####################################################
,opt12,No save games,Nu exista jocuri salvate, WARNING: AUTO-TRANSLATION #####################################################
,optQQ,Group ID /x copied!,grup ID /x copiat!, WARNING: AUTO-TRANSLATION #####################################################
,clickMe,Click me!,Apasă-mă!,
,sellHere,Drag to me to Sell,Trage la mine pentru a Vinde,
,removeHere,I can remove a carving - for a price,Pot îndepărta această sculptură - pentru un preț, WARNING: AUTO-TRANSLATION ##################################################### WARNING: ENGLISH TEXT CHANGED #####################################################
,cantSell,I don't buy those!,Nu le cumpăr eu!, WARNING: AUTO-TRANSLATION #####################################################
,noMoreSale,I won't take more items!,Cumpăr numai un obiect!, WARNING: ENGLISH TEXT CHANGED #####################################################
,on,on,deschis,
,off,off,închis,
,windowed,windowed,Fereastră,
,full screen,full screen,Ecran complet,
,borderless,borderless,Fără margini,
,unlimited,unlimited,nelimitat,
,low,low,jos,
,medium,medium,mediu,
,high,high,înalt,
Item Atlas,ia1,Can only be found by:,Poate fi găsit doar de către:, WARNING: AUTO-TRANSLATION #####################################################
,ia2,Can only be found in:,Poate fi găsit doar în:, WARNING: AUTO-TRANSLATION #####################################################
context menu,cm1,View card,Vizualizare Descriere, WARNING: AUTO-TRANSLATION #####################################################
,cm2,Use item,Folosește Obiectul, WARNING: AUTO-TRANSLATION #####################################################
,cm3,Use Item Max Times,Folosește Obiectul cât de mult posibil, WARNING: AUTO-TRANSLATION #####################################################
,cm4,Reroll Items,Găsește Alte Obiecte, WARNING: AUTO-TRANSLATION #####################################################
,cm5,Discover passage,Descoperă pasaj secret, WARNING: AUTO-TRANSLATION #####################################################
,cm6,Summon enemies,Invocă inamicii, WARNING: AUTO-TRANSLATION #####################################################
,cm7,Add reward,Adaugă recompensă, WARNING: AUTO-TRANSLATION #####################################################
,cm8,Duplicate potion,Poțiune duplicată, WARNING: AUTO-TRANSLATION #####################################################
,cm9,Combine potions,Combină poțiunile, WARNING: AUTO-TRANSLATION ##################################################### WARNING: ENGLISH TEXT CHANGED #####################################################
,cm10,Flip switch,Schimbă Sensul, WARNING: AUTO-TRANSLATION #####################################################
,cm11,Return carving,Primește Sculptura înapoi, WARNING: AUTO-TRANSLATION #####################################################
,cm12,Remove carving,Îndepărtați Sculptura, WARNING: AUTO-TRANSLATION #####################################################
gameManagerMessages,gmreo,Reorganize now to claim this item!,Reorganizează pentru a primi acest obiect!,
,gm1,Finished!,Am Terminat!,
,gm2,Must be in an empty room!,Trebuie sa fii într-o incăpere goală!,
,gm3,Cannot save right now!,Nu poți salva acum!,
,gm4,Complete tutorial to save!,Termină Tutorialul pentru a salva!,
,gm5,Cannnot save while moving!,Nu poți salva în timp ce te miști!,
,gm6,Finale,Finalul,
,gm7,Part /x of /y,Partea /x din /y,
,gm8,Finished Choosing,Am terminat de ales!,
,gm9,Can't take more items,Nu poți lua mai multe obiecte!,
,gm10,Take /x items,Ia /x obiecte,
,gm11,Take 1 item,Ia 1 obiect,
,gmb,Battle Start!,Inceput de bătălie!,
,gmpt,Player Turn!,Rândul Jucătorului!,
,gmet,Enemy Turn!,Rândul Inamicilor!,
,gm12,You win!,Ai căstigat!,
,gm13,Level Up!,Promovează!,
,gm14,Get items!,Primește obiecte!,
,gm14b,End Battle!,Încheiați bătălia!, WARNING: AUTO-TRANSLATION #####################################################
,gm15,Not enough energy,Nu ai destulă energie!,
,gm16,Any items left outside the backpack will be lost,Vei pierde orice obiect lăsat înafara ghiozdanului,
,gm17,Finished Reorganizing,Termină Reorganizarea,
,gm18,Save Failed!,Salvat Eșuat!,
,gm19,You have been cursed!,Ai fost blestemat!,
,gm20,Skip curse. Take /x damage,Ignora blestemul. Sufferă /x daune,
,gm21,Choose an item,Alege un obiect,
,gm22,Never Mind,M-am răzgândit,as a response when not selecting an item
,gm23,You must place all curses!,Toate blestemele trebuie adăugate!,
,gm24,Cannot be combined with selected item,Nu poate fi combinat cu obiectul selectat,
,gm25,Cannot be used!,Nu poate fi folosit!,
,gm26,Not enough connected Mana,Nu este suficientă Mana conectată,
,gm27,Not enough Gold,Nu este suficient Aur,
,gm28,No more uses this combat,S-au terminat utilizările pentru această bătalie,
,gm29,No more uses this turn,S-au terminat utilizările pentru această tură,
,gm30,No more uses,S-au terminat utilizările,
,gm31,This item is disabled,Acest obiect este dezactivat,
,gm32,Anchored,Ancorat,
,gm33,Cannot move a curse,Nu poți mișca un blestem,
,gm34,Cannot move here,Nu te poți mișca aici,
,gm35,Cannot afford,Prea scump,
,gm36,Cannot place here,Nu poate fi plasat aici,
,gm37,Finish Battle to Continue,Termină Bătălia pentru a Continua,
,gm38,Can't move here!,Nu te poți mișca aici!,
,gm39,Pathway blocked!,Cale blocată!,
,gm40,Game Loaded,Joc Incărcat,
,gm41,Game Saved,Joc Salvat,
,gmillusory,Illusory spaces can only hold carvings,Iluziile de Spați pot conține doar sculpturi, WARNING: AUTO-TRANSLATION #####################################################
,retry,retry,reîncearcă,
,gm42,Choose /x spaces,Alege /x spații, WARNING: ENGLISH TEXT CHANGED ##################################################### WARNING: ENGLISH TEXT CHANGED #####################################################
,gm43,Carvings cannot be played while reorganizing,Sculpturile nu pot fi folosite în timpul reorganizării, WARNING: AUTO-TRANSLATION #####################################################
,gm44,You cannot leave this item behind: ,Nu poți lăsa acest obiect în urmă:, WARNING: AUTO-TRANSLATION #####################################################
,gm45,Item has an invalid placement,Obiectul nu are un plasament valid, WARNING: AUTO-TRANSLATION ##################################################### WARNING: ENGLISH TEXT CHANGED #####################################################
,gm46,Enter text. . .,Introduceți text. . ., WARNING: AUTO-TRANSLATION #####################################################
,gm47,More Game Modes,Mai multe moduri de joc, WARNING: AUTO-TRANSLATION #####################################################
,gmCR81,You cannot leave your core behind,Nu poți să îți lași Nucleul in urmă!, WARNING: AUTO-TRANSLATION #####################################################
,gmSatchel1,Items must be placed on a rune space!,Obiectele pot fi plasate numai pe spații cu rune!,
,gmSatchel2,You can't move items once they're crammed in!,Nu mai poți mișca iteme după ce au fost îndesate!,
,gmSatchel3,There's no space to cram it in!,Nu este spațiu pentru a îndesa!,
Tote,gmTote1,Carvings must be placed in your Backpack,Sculpturile trebuie așezate în rucsac, WARNING: AUTO-TRANSLATION #####################################################
,gmTote2,Carvings in hand,Sculpturi în mână, WARNING: AUTO-TRANSLATION #####################################################
,gmTote3,Discarded Carvings,Sculpturi decartate, WARNING: AUTO-TRANSLATION #####################################################
,gmTote4,Banished Carvings,Sculpturi alungate, WARNING: AUTO-TRANSLATION #####################################################
Run Types,rt1,standard,standard, WARNING: AUTO-TRANSLATION #####################################################
,rt1d,A basic run with no special settings!,O temniță normală fără setări speciale!, WARNING: AUTO-TRANSLATION #####################################################
,rt2,No experience,Fara experientă, WARNING: AUTO-TRANSLATION #####################################################
,rt3,Bombs Away,Aruncă Bombe, WARNING: AUTO-TRANSLATION #####################################################
,rt4,Easy Mode,Modul ușor, WARNING: AUTO-TRANSLATION #####################################################
,rt5,Hard Mode,Modul greu, WARNING: AUTO-TRANSLATION #####################################################
,rt5b,Hard Mode 2,Modul greu 2, WARNING: AUTO-TRANSLATION #####################################################
,rt5c,Hard Mode 3,Modul greu 3, WARNING: AUTO-TRANSLATION #####################################################
,rt5dd,Hard Mode 4,Modul greu 4, WARNING: AUTO-TRANSLATION #####################################################
,rt5v5,Hard Mode 5,Modul greu 5, WARNING: AUTO-TRANSLATION #####################################################
,rt5e,Unfair Mode,Modul imposibil, WARNING: AUTO-TRANSLATION #####################################################
,rt5f,Hard Puzzle Mode,Modul puzzle greu, WARNING: AUTO-TRANSLATION #####################################################
,rt6,Pauper Mode,Modul sărăntoc, WARNING: AUTO-TRANSLATION #####################################################
,rt7,Glass Cannon,Tun de sticlă, WARNING: AUTO-TRANSLATION #####################################################
,rt8,5 by 5 challenge,provocare 5 pe 5, WARNING: AUTO-TRANSLATION #####################################################
,rt8b,5 by 7 challenge,provocare 5 pe 7, WARNING: AUTO-TRANSLATION #####################################################
,rt9,Another way,Altă cale, WARNING: AUTO-TRANSLATION #####################################################
,rt10,Big Mode,Modul mare, WARNING: AUTO-TRANSLATION #####################################################
,rt11,Classic Matthew,Clasicul Matei, WARNING: AUTO-TRANSLATION #####################################################
,rt12,Endless Dream,Vis fără sfârșit, WARNING: AUTO-TRANSLATION #####################################################
,rt13,Great Pair,Perechea grozavă, WARNING: AUTO-TRANSLATION #####################################################
,rt14,Horrible Curse,Blestemul îngrozitor, WARNING: AUTO-TRANSLATION #####################################################
,rt15,Horrible Luck,Ghinion îngrozitor, WARNING: AUTO-TRANSLATION #####################################################
,rt16,Lethal,Letal, WARNING: AUTO-TRANSLATION #####################################################
,rt17,Penny Pincher,Modul zgârcit, WARNING: AUTO-TRANSLATION #####################################################
,rt18,Puzzle Mode,Modul puzzle, WARNING: AUTO-TRANSLATION #####################################################
,rt19,Quick and Easy,Rapid și Ușor, WARNING: AUTO-TRANSLATION #####################################################
,rt20,Scaling Energy,Scalare de energie, WARNING: AUTO-TRANSLATION #####################################################
,rt21,Small Paws,Mâini Micuțe, WARNING: AUTO-TRANSLATION #####################################################
,rt22,Standard Energy,Energie standard, WARNING: AUTO-TRANSLATION #####################################################
,rt23,Strong Start,Început puternic, WARNING: AUTO-TRANSLATION #####################################################
,rt24,Trash Blaster,Gunoi Exploziv, WARNING: AUTO-TRANSLATION #####################################################
,rt25,Wrecked Relics,Unde îmi sunt Relicvele?, WARNING: AUTO-TRANSLATION #####################################################
,rt26,Boss Rush,Graba Șefilor, WARNING: AUTO-TRANSLATION #####################################################
,rt27,Ever changing,Mereu în schimbare, WARNING: AUTO-TRANSLATION #####################################################
,rt28,Adaptive,Adaptare Constantă, WARNING: AUTO-TRANSLATION #####################################################
,Run modifier,Run modifier,Modificări, WARNING: AUTO-TRANSLATION #####################################################
Run Type Text,rte1,Has been completed!,A fost completat!, WARNING: AUTO-TRANSLATION #####################################################
,rte2b,This run was unlocked by completing:,Acest mod a fost deblocat prin finalizarea:, WARNING: AUTO-TRANSLATION #####################################################
,rte2,This run is locked until you complete:,Acest mod este blocat până când finalizați:, WARNING: AUTO-TRANSLATION #####################################################
,rte3,Locked!,Blocat!, WARNING: AUTO-TRANSLATION #####################################################
Run Type Descriptors,rtd1,You cannot earn experience,Nu poți să primești experiență, WARNING: AUTO-TRANSLATION #####################################################
,rtd2,You start with these items. You must keep them the entire run:,Începeți cu aceste obiecte. Trebuie să le păstrați pe toată durata cursei:, WARNING: AUTO-TRANSLATION #####################################################
,rtd3,You can take /x items after each standard battle,Puteți lua /x obiecte după fiecare bătălie normală, WARNING: AUTO-TRANSLATION #####################################################
,rtd4,/x to max health,/x la viața maximă, WARNING: AUTO-TRANSLATION #####################################################
,rtd5,/x% each time you earn xp,/x% de fiecare dată când câștigi experiență, WARNING: AUTO-TRANSLATION #####################################################
,rtd6,/x% each time you earn gold,/x% de fiecare dată când câștigați aur, WARNING: AUTO-TRANSLATION #####################################################
,rtd7,/x% to enemy health,/x% la viața inamicului, WARNING: AUTO-TRANSLATION #####################################################
,rtd8,Backpack limited to /x spaces wide,Rucsacul este limitat la /x spații lățime, WARNING: AUTO-TRANSLATION #####################################################
,rtd9,You can only find common and uncommon items,Nu poți găsi obiecte rare sau legendare, WARNING: AUTO-TRANSLATION #####################################################
,rtd10,You start with these items:,Începeți cu aceste obiecte:, WARNING: AUTO-TRANSLATION #####################################################
,rtd11,You cannot find these items:,Nu puteți găsi aceste obiecte:, WARNING: AUTO-TRANSLATION #####################################################
,rtd12,Standard chests contain /x items,Cuferele normale conțin /x obiecte, WARNING: AUTO-TRANSLATION #####################################################
,rtd13,Enemy attacks get /x% damage,Atacurile inamice cauzează /x% daune bonus, WARNING: AUTO-TRANSLATION #####################################################
,rtd14,You cannot find items of this type:,Nu puteți găsi obiecte de tip:, WARNING: AUTO-TRANSLATION #####################################################
,rtd15,All weapons receive /x% bonus damage,Toate armele cauzează /x% daune bonus, WARNING: AUTO-TRANSLATION #####################################################
,rtd16,/x% to luck,/x% la noroc, WARNING: AUTO-TRANSLATION #####################################################
,rtd17,All status effects deal damage and disappear each turn,Toate condițiile fac daune și dispar la fiecare tură, WARNING: AUTO-TRANSLATION #####################################################
,rtd18,Start the game from Matthew,Începe jocul de la Matthew, WARNING: AUTO-TRANSLATION #####################################################
,rtd19,Your max health is /x,Viața ta maximă este /x, WARNING: AUTO-TRANSLATION #####################################################
,rtd20,Instead of standard items - find a chest after each combat,În loc de obiecte - găsește un cufăr după fiecare luptă, WARNING: AUTO-TRANSLATION #####################################################
,rtd21,Instead of standard items - find a store after each combat,În loc de obiecte - găsește un magazin după fiecare luptă, WARNING: AUTO-TRANSLATION #####################################################
,rtd22,You can only find /x space items,Puteți găsi doar obiecte care ocupă /x spații, WARNING: AUTO-TRANSLATION #####################################################
,rtd23,You can only find items that are /x spaces or larger,Puteți găsi doar obiecte care ocupă minim /x spații, WARNING: AUTO-TRANSLATION #####################################################
,rtd24,Your energy starts at /x and increases each turn,Energia ta începe de la /x și crește în fiecare tură, WARNING: AUTO-TRANSLATION #####################################################
,rtd25,You get /x energy each turn,Primești /x energie în fiecare tură, WARNING: AUTO-TRANSLATION #####################################################
,rtd26,You cannot find relics,Nu poți găsi relicve, WARNING: AUTO-TRANSLATION #####################################################
,rtd27,There is only one floor before each boss,Există doar un etaj înaintea fiecărui șef, WARNING: AUTO-TRANSLATION #####################################################
,rtd28,Enemies will never poison the player,Inamicii nu vor otrăvi niciodată jucătorul, WARNING: AUTO-TRANSLATION #####################################################
,rtd29,Don't start with standard items,Nu începi cu obiectele obișnuite, WARNING: AUTO-TRANSLATION #####################################################
,rtd30,Items must be placed adjacent to an item of the same type or rarity. This excludes your starting items:,Obiectele trebuie să fie plasate lângă un obiect de același tip sau raritate. Această regulă exclude obiectele cu care începi:, WARNING: AUTO-TRANSLATION #####################################################
,rtd31,Enemies will never curse the player,Inamicii nu vor blestema niciodată jucătorul, WARNING: AUTO-TRANSLATION #####################################################
,rtd32,Backpack starts at /x spaces wide,Rucsacul începe la /x spații lățime, WARNING: AUTO-TRANSLATION #####################################################
,rtd33,Go directly to each Boss,Mergeți direct la fiecare șef, WARNING: AUTO-TRANSLATION #####################################################
,rtd34,Start in a room with:,Începeți într-o cameră cu:, WARNING: AUTO-TRANSLATION #####################################################
,rtd35,All items are replaced after each battle,Toate obiectele sunt înlocuite după fiecare luptă, WARNING: AUTO-TRANSLATION #####################################################
minigames,mini1,Spin /x gold,Rotește pentru /x aur,
,mini2,Spin - free,Rotește gratis,
,mini3,Can't leave yet,Nu poți pleca încă,
,mini4,Finish your guess to leave,Terminăți alegerea înainte de a pleca,
,mini5,No more guesses!,Nu mai ai încercări!,
,mini6,Matching,Se potrivesc,
,mini7,You have /x guesses remaining,Mai ai /x încercari,
tutorials,tut1,In combat you click items to use them. You must defeat all enemies to continue.,În bătălie apeși pe obiecte pentru a le folosii. Trebuie sa învingi toți inamicii pentru a câștiga.,
,tut2,"Add all items to your backpack to continue! While holding an item, you can press right mouse or arrow keys to rotate it!",Adaugă toate obiectele in ghiozdan pentru a continua! Cât timp ai un obiect selectat poți apăsa pe partea dreaptă a mouse-ului sau pe tastele cu săgeți pentru a îl roti!,Adaugă toate obiectele in ghiozdan pentru a continua! Cât timp ai un obiect selectat WARNING: ENGLISH TEXT CHANGED #####################################################
,tutCR81,Put items in the path of your core. Use your core to activate them,Pune obiecte în calea nucleului tău. Folosițil pentru a le folosi, WARNING: AUTO-TRANSLATION #####################################################
,tutCR82,"If multiple items are in the path, they will all be used","Dacă mai multe obiecte sunt în cale, toate vor fi folosite", WARNING: AUTO-TRANSLATION #####################################################
,tutCR83,"If an item occupies multiple spaces, it can be used multiple times","Dacă un obiect ocupă mai multe spații, poate fi folosit de mai multe ori", WARNING: AUTO-TRANSLATION #####################################################
,tutCR84,You can redirect the path of your charge,Puteți redirecționa calea încărcăturii electrice, WARNING: AUTO-TRANSLATION #####################################################
,tutCR85,"If you don't have enough energy to use an item, the charge is lost. Use a splitter to divide a charge. The energy is rounded up!","Dacă nu aveți suficientă energie pentru a folosi un obiect, încărcătura electrică se pierde. Utilizați un despărțitor pentru a împărți o încărcătură electrică. Energia cu valori subunitare este rotunjită în sus!", WARNING: AUTO-TRANSLATION #####################################################
,tutCR86,Use multiple different charges to hit the same item several times,Utilizați mai multe încărcături diferite pentru a lovi acelaș obiect de mai multe ori, WARNING: AUTO-TRANSLATION #####################################################
,tutCR87,"Once a charge has 0 energy, it is destroyed. Use any 0 energy items first","Odată ce o încărcătură electrică are 0 energie, este distrusă. Folosiți mai întâi orice obiect cu cost de 0 energie", WARNING: AUTO-TRANSLATION #####################################################
,tutCR88,Some items create charges on their own!,Unele obiecte creează încărcături electrică de la sine!, WARNING: AUTO-TRANSLATION #####################################################
,tutTote1,Each turn Tote draws 3 carvings. Drag them to your bag to summon them.,În fiecare tură Tote trage 3 sculpturi din pachetul său. Trageți-le în ghiozdan pentru a le juca., WARNING: AUTO-TRANSLATION #####################################################
,tutTote2,Some carvings can be used after they are summoned.,Unele sculpturi pot fi folosite după ce sunt jucate în ghiozdan., WARNING: AUTO-TRANSLATION #####################################################
,tutTote3,Some carvings have a cost to summon - shown at the bottom of the card.,Unele sculpturi au un cost pentru a fie jucate - afișat în partea de jos a previzualizării sculpturii., WARNING: AUTO-TRANSLATION #####################################################
,tutTote4,Discarded carvings can be drawn again. Banished carvings are removed for the rest of combat,Sculpturile decartate pot fi trase din nou. Sculpturile alungate sunt eliminate pentru restul bătăliei, WARNING: AUTO-TRANSLATION #####################################################
,tutTote5,Move carvings to your deck to collect them. Removing them later will cost money!,Mutați sculpturile pe pachet pentru a le adăuga acestuia. Îndepărtarea lor mai târziu va costa aur!, WARNING: AUTO-TRANSLATION #####################################################
,,,,
,,,,
,,,,
enemyCards,enemyXP,You will get /x experience for defeating this enemy,Vei primii /x experiența pentru învingerea acestui inamic,
,enemyC,"Cowardly! Will flee if only cowardly enemies remain""","Fricos! V-a fugii daca in bătălia rămân numai inamici fricoși""",
,enemyB,This enemy is a defender! Anyone behind them cannot be targeted,Acest dușman este un apărător! Cei din spatele lor nu pot fi atacați direct, WARNING: AUTO-TRANSLATION #####################################################
,enemyS,This enemy is a summon,Acest inamic a fost chemat,
,enemyHP,HP: /x / /y,Viață: /x / /y,"example: ""HP: 3 / 5"""
enemies,Armadillo,Armadillo,Armadilo,
,Armadillo1,These armadillos are legendary for their defensive abilities! And their stench!,Acești armadilo sunt cunoscuți pentru capabilitățile lor defensive! Și pentru miros!,
,Badger Boss,Badger Boss,Burșuc Șef,
,Badger Boss1,The Badger Boss is a true threat!,Burșucul Șef este un adevărat pericol!,
,Badger,Badger,Burșuc,
,Badger1,You never see these guys alone. So annoying!,Nu îi vezi niciodată singuri. Sunt foarte enervanți!,
,Bandit Lord,Bandit Lord,Lordul Bandit,
,Bandit Lord1,Isn't rebelling against authority the whole point of being a bandit?,Bandiții nu ar fi trebuit să se revolte asupra autoritații?,
,Bat,Bat,Liliac,
,Bat1,These bats don't drink... wine...,Acești lilieci nu beau...vin...,
,Blademaster,Blade Master,Maestrul Taișurilor,
,Blademaster1,"""You seem a decent fellow, I hate to kill you""","""Pari că ești o persoană de treabă. O să îmi pară rău că te voi omorî""",
,Bearded Dragon,Bearded Dragon,Dragon Bărbos,
,Bearded Dragon1,Karate practice is a way of life,Antrenamentele Karate sunt un mod de a trăii,
,Blue Snail,Blue Snail,Melc Albastru, WARNING: AUTO-TRANSLATION #####################################################
,Blue Snail1,Blueberry flavor! Mmm!,Are gust de afine!, WARNING: AUTO-TRANSLATION #####################################################
,Crossbowman,Crossbowman,Arbaletist,
,Crossbowman1,Hares - Nimbler than Badgers and stronger than Rabbits. They are ideal crossbowmen in the King's army,Iepurii de câmp - Mai agili ca bursucii și mai puternici decât iepurii normali. Sunt arbaletiștii ideali ai armatei Regelui,
,Crow Bandit,Crow Bandit,Cioară Bandit,
,Crow Bandit1,They'll take your stuff and fly off,Îți vor lua bunurile și vor zbura de aici,
,Cultist Blade,Cultist Blade,Cultist Atacator,
,Cultist Blade1,From his hand a gold chain dangles - an idol of his leader,Din mîna sa atârnă un lanț de aur - un idol pentru liderul său,
,Cultist,Cultist,Cultist,
,Cultist1,The cult is a pathway to many unnatural abilities,Cultul este calea către nenumărate abilitați abnormale,
,Elder Mage,Elder Mage,Mag Străvechi,
,Elder Mage1,From his hand a gold chain dangles - an idol of his leader,Din mîna sa atârnă un lanț de aur - un idol pentru liderul său,
,Ferret King,Ferret King,Regele Dihor,
,Ferret King1,He'd be kind of cute if he wasn't such a violent person,Ar fi o persoană chiar simpatizabilă dacă nu ar fi atât de violent,
,Fire Gecko,Fire Gecko,Gecko de foc,
,Fire Gecko1,"Years of training, but no match for a magical backpack",Atâția ani de antrenament și tot nu se poate compara în putere cu un ghiozdan magic,Atâția ani de antrenament WARNING: ENGLISH TEXT CHANGED #####################################################
,Frog Wizard,Frog Wizard,Broască magician,
,Frog Wizard1,Frogs know about a deep magic that appears on rare Wednesdays,Broaștele cunosc o magie ciudată care apare numai in zilele de Marți,
,Gerbil Ruffian,Gerbil Ruffian,Gerbil Golan,
,Gerbil Ruffian1,Rumor has it that Gerbils used to be pets before the founding of Orderia. These overgrown monsters make you doubt it.,Se spune că înainte ca Orderia să fie fondată gerbilii erau animale de companie. Acești monștrii te fac să crezi altceva..., gerbilii erau animale de companie. Acești monștrii te fac să crezi altceva
,Glory Knight,Glory Knight,Cavaler Glorios,
,Glory Knight1,Courageous heroes who have lost their way,Eroi curajoși care și-au pierdut țelul,
,Grandmaster,Grandmaster,Marele Maestru,
,Grandmaster1,The fires of this place will turn you to ashes,Focurile acestor tărâmuri te vor transforma in cenușă,
,Hawk Knight,Hawk Knight,Fulture Cavaler,
,Hawk Knight1,Noble. Screechingly loud. Pretty annoying really,Nobil. Dureros de zgomotos. In general destul de enervant,
,Hermit Crab,Hermit Crab,Crab pustnic,
,Hermit Crab1,"Sure they're crabs, but most hermits are easier to avoid",Sunt crabi dar ar trebuii să fie mult mai ușor de ocolit!,Desigur ca sunt crabi WARNING: ENGLISH TEXT CHANGED #####################################################
,Hermit Crab Mimic,Hermit Crab Mimic,Crab Surpiză!, WARNING: AUTO-TRANSLATION #####################################################
,Hermit Crab Mimic1,looks can be deceiving,aparentele înșeală, WARNING: AUTO-TRANSLATION #####################################################
,King,King,Regele Dihor,
,King1,"""All the world will be your enemy""","""Toată lumea îti va deveni dușman""",
,Lil Bee,Li'l Bee,Mica Albinuța,
,Lil Bee1,These small bees are all drones of the queen ,Aceste albine micuțe sunt toate drone ale reginei, WARNING: ENGLISH TEXT CHANGED #####################################################
,Living Shadow,Living Shadow,Umbră vie,
,Living Shadow1,A dark shadow of yourself.  Doppel-get-over-it!,A reflecție intunecată a ta,
,Muskrat Brigand,Muskrat Brigand,Bizam Tâlhar,
,Muskrat Brigand1,"Tiny, spiny, they'll kick you in your... face","Mici și țepoși, te vor împunge între ochi!", they'll kick you in your... face WARNING: ENGLISH TEXT CHANGED #####################################################
,Newt,Newt,Triton,
,Newt1,Newts stay in moist areas. It's pretty nasty really,Tritonii stau numai în zone umede. Este chiar scârbos dacă te gândești,
,Olm,Olm,Olm,
,Olm1,Is it getting hot in here?,S-a făcut mai cald aici?,
,Pink Flower,Pink Flower,Floare roz,
,Pink Flower1,Beautiful but deadly,Frumoasă dar mortală,
,Porcupine,Porcupine ,Arici, WARNING: ENGLISH TEXT CHANGED #####################################################
,Porcupine1,Porcupines are usually friendly creatures. Something horrible must have happened to her,Aricii sunt de obicei animale foarte docile. Cred că a pățit ceva oribil,
,Purple Snail,Purple Snail,Melc mov, WARNING: AUTO-TRANSLATION #####################################################
,Purple Snail1,Grape flavor. Delicious!,Gust de struguri. Delicios!, WARNING: AUTO-TRANSLATION #####################################################
,Queen Bee,Queen Bee,Regina albină,
,Queen Bee1,The queen bee commands the armies!,Regina comandă armata!,
,Rabbit,Rabbit,Iepure,
,Rabbit1,The rabbit knows you are in its garden,Iepurele sție cănd ești in grădina lui,
