,cm6,Summon enemies,적 소환,
,cm7,Add reward,보상 추가,
,cm8,Duplicate potion,물약 복사,
,cm9,Combine potions,물약 혼합,
,cm10,Flip switch,스위치 사용,
,cm11,Return carving,인각 돌려놓기, WARNING: AUTO-TRANSLATION #####################################################
,cm12,Remove carving,인각 지우기, WARNING: AUTO-TRANSLATION #####################################################
gameManagerMessages,gmreo,Reorganize now to claim this item!,지금 재배치하면 이 아이템을 획득할 수 있습니다!,
,gm1,Finished!,끝!,
,gm2,Must be in an empty room!,빈 방에 있어야 합니다!,
,gm3,Cannot save right now!,지금은 저장할 수 없습니다!,
,gm4,Complete tutorial to save!,튜토리얼을 완수해야 저장할 수 있습니다!,
,gm5,Cannnot save while moving!,이동하는 동안에는 저장할 수 없습니다!,
,gm6,Finale,종장,
,gm7,Part /x of /y,/y중 /x장,
,gm8,Finished Choosing,고르기 완료,
,gm9,Can't take more items,더 이상 아이템을 가져갈 수 없습니다,
,gm10,Take /x items,/x개의 아이템을 가져가세요,
,gm11,Take 1 item,1개의 아이템을 가져가세요,
,gmb,Battle Start!,전투 개시!,
,gmpt,Player Turn!,플레이어 차례!,
,gmet,Enemy Turn!,적 차례!,
,gm12,You win!,이겼습니다!,
,gm13,Level Up!,레벨 업!,
,gm14,Get items!,아이템을 얻으십시오!,
,gm14b,End Battle!,전투 끝내기!,
,gm15,Not enough energy,에너지 부족,
,gm16,Any items left outside the backpack will be lost,가방 밖의 아이템은 사라집니다,
,gm17,Finished Reorganizing,재배치 완료,
,gm18,Save Failed!,저장 실패!,
,gm19,You have been cursed!,저주에 걸렸습니다!,
,gm20,Skip curse. Take /x damage,저주를 무시하고 /x의 피해를 받을까요?,
,gm21,Choose an item,아이템을 선택하세요,
,gm22,Never Mind,됐어요,
,gm23,You must place all curses!,모든 저주를 배치해야 합니다!,
,gm24,Cannot be combined with selected item,선택한 아이템과 조합할 수 없습니다,
,gm25,Cannot be used!,사용할 수 없음!,
,gm26,Not enough connected Mana,연결된 마나가 부족합니다,
,gm27,Not enough Gold,골드가 부족합니다,
,gm28,No more uses this combat,이 전투에서 사용할 수 있는 횟수가 고갈됐습니다,
,gm29,No more uses this turn,이 차례에서 사용할 수 있는 횟수가 고갈됐습니다,
,gm30,No more uses,사용할 수 있는 횟수가 고갈됐습니다,
,gm31,This item is disabled,이 아이템은 비활성화됐습니다,
,gm32,Anchored,정박함,
,gm33,Cannot move a curse,저주를 옮길 수 없습니다,
,gm34,Cannot move here,여기로 옮길 수 없습니다,
,gm35,Cannot afford,골드가 부족합니다,
,gm36,Cannot place here,여기에 배치할 수 없습니다,
,gm37,Finish Battle to Continue,계속하려면 전투를 끝내세요,
,gm38,Can't move here!,여기로 이동할 수 없습니다!,
,gm39,Pathway blocked!,길이 막혔습니다!,
,gm40,Game Loaded,게임을 불러왔습니다,
,gm41,Game Saved,게임을 저장했습니다,
,gmillusory,Illusory spaces can only hold carvings,환상의 공간에는 인각만 넣을 수 있습니다, WARNING: AUTO-TRANSLATION #####################################################
,retry,retry,재시도,
,gm42,Choose /x spaces,/x개의 칸을 선택하세요, WARNING: ENGLISH TEXT CHANGED ##################################################### WARNING: ENGLISH TEXT CHANGED #####################################################
,gm43,Carvings cannot be played while reorganizing,재배치를 하는 중에는 인각을 사용할 수 없습니다,
,gm44,You cannot leave this item behind: ,다음 아이템을 버리고 갈 수 없습니다:, WARNING: ENGLISH TEXT CHANGED #####################################################
,gm45,Item has an invalid placement,유효하지 않은 아이템 배치입니다, WARNING: ENGLISH TEXT CHANGED #####################################################
,gm46,Enter text. . .,텍스트를 입력하세요..., WARNING: AUTO-TRANSLATION #####################################################
,gm47,More Game Modes,더 많은 게임 모드, WARNING: AUTO-TRANSLATION #####################################################
,gmCR81,You cannot leave your core behind,코어는 버리고 갈 수 없습니다,
,gmSatchel1,Items must be placed on a rune space!,아이템을 룬 공간에 배치해야 합니다!,
,gmSatchel2,You can't move items once they're crammed in!,아이템이 꽉 차면 이동시킬 수 없습니다!,
,gmSatchel3,There's no space to cram it in!,욱여넣을 공간이 없습니다!,
Tote,gmTote1,Carvings must be placed in your Backpack,인각은 가방 안에 배치해야 합니다,
,gmTote2,Carvings in hand,손안의 인각,
,gmTote3,Discarded Carvings,버린 인각,
,gmTote4,Banished Carvings,추방된 인각,
Run Types,rt1,standard,일반,
,rt1d,A basic run with no special settings!,특별한 설정 없는 기본적인 게임입니다!,
,rt2,No experience,경험치 없이,
,rt3,Bombs Away,폭탄 받아라,
,rt4,Easy Mode,쉬운 모드,
,rt5,Hard Mode,어려운 모드,
,rt5b,Hard Mode 2,어려운 모드 2,
,rt5c,Hard Mode 3,어려운 모드 3,
,rt5dd,Hard Mode 4,어려운 모드 4,
,rt5v5,Hard Mode 5,어려운 모드 5,
,rt5e,Unfair Mode,불공정한 모드,
,rt5f,Hard Puzzle Mode,어려운 퍼즐 모드,
,rt6,Pauper Mode,거지 모드,
,rt7,Glass Cannon,유리 대포,
,rt8,5 by 5 challenge,5 대 5 챌린지,
,rt8b,5 by 7 challenge,5 대 7 챌린지,
,rt9,Another way,다른 길,
,rt10,Big Mode,큰 모드,
,rt11,Classic Matthew,일반 매튜,
,rt12,Endless Dream,끝나지 않는 꿈,
,rt13,Great Pair,완벽한 짝,
,rt14,Horrible Curse,끔찍한 저주,
,rt15,Horrible Luck,끔찍한 운,
,rt16,Lethal,치명적,
,rt17,Penny Pincher,구두쇠,
,rt18,Puzzle Mode,퍼즐 모드,
,rt19,Quick and Easy,빠르고 쉽게,
,rt20,Scaling Energy,오르는 에너지,
,rt21,Small Paws,작은 손,
,rt22,Standard Energy,표준 에너지,
,rt23,Strong Start,강력한 시작,
,rt24,Trash Blaster,쓰레기 날리기,
,rt25,Wrecked Relics,망가진 유물들,
,rt26,Boss Rush,보스 러쉬, WARNING: AUTO-TRANSLATION #####################################################
,rt27,Ever changing,계속 바뀜, WARNING: AUTO-TRANSLATION #####################################################
,rt28,Adaptive,적응성, WARNING: AUTO-TRANSLATION #####################################################
,Run modifier,Run modifier,게임 수정사항,
Run Type Text,rte1,Has been completed!,완수했습니다!,
,rte2b,This run was unlocked by completing:,다음을 완수해 해금됐습니다:,
,rte2,This run is locked until you complete:,다음을 완수해야 해금할 수 있습니다:,
,rte3,Locked!,잠김!,
Run Type Descriptors,rtd1,You cannot earn experience,경험치를 얻을 수 없습니다,
,rtd2,You start with these items. You must keep them the entire run:,"다음 아이템들을 가지고 시작하고, 게임 내내 가지고 있어야 합니다:",
,rtd3,You can take /x items after each standard battle,일반 전투 이후 /x개의 아이템을 가져갈 수 있습니다,
,rtd4,/x to max health,최대 체력에 /x,
,rtd5,/x% each time you earn xp,경험치를 얻을 때마다 /x%,
,rtd6,/x% each time you earn gold,골드를 얻을 때마다 /x%,
,rtd7,/x% to enemy health,적 체력에 /x%,
,rtd8,Backpack limited to /x spaces wide,최대 가방 너비 /x,
,rtd9,You can only find common and uncommon items,"흔함, 드묾 희귀도의 아이템만 발견할 수 있습니다",
,rtd10,You start with these items:,이 아이템들을 가지고 시작합니다:,
,rtd11,You cannot find these items:,이 아이템들을 찾을 수 없습니다:,
,rtd12,Standard chests contain /x items,일반 상자에 /x개의 아이템이 들어있습니다,
,rtd13,Enemy attacks get /x% damage,적들이 /x%의 피해를 입힙니다,
,rtd14,You cannot find items of this type:,다음 종류의 아이템을 찾을 수 없습니다:,
,rtd15,All weapons receive /x% bonus damage,모든 무기에 /x% 추가 피해가 적용됩니다,
,rtd16,/x% to luck,운에 /x%,
,rtd17,All status effects deal damage and disappear each turn,모든 상태 효과가 각 차례에 피해를 입히고 사라집니다,
,rtd18,Start the game from Matthew,매튜로부터 게임을 시작합니다,
,rtd19,Your max health is /x,최대 체력이 /x입니다,
,rtd20,Instead of standard items - find a chest after each combat,전투 후 일반적인 아이템 대신 상자가 나옵니다,
,rtd21,Instead of standard items - find a store after each combat,전투 후 일반적인 아이템 대신 상점이 나옵니다,
,rtd22,You can only find /x space items,/x칸의 크기의 아이템만 찾을 수 있습니다,
,rtd23,You can only find items that are /x spaces or larger,/x칸 이상의 크기의 아이템만 찾을 수 있습니다,
,rtd24,Your energy starts at /x and increases each turn,"전투를 /x의 에너지로 시작하고, 매 차례마다 에너지가 증가합니다",
,rtd25,You get /x energy each turn,매 차례마다 /x의 에너지를 얻습니다,
,rtd26,You cannot find relics,유물을 찾을 수 없습니다,
,rtd27,There is only one floor before each boss,보스를 만나기 전에 층이 하나밖에 없습니다,
,rtd28,Enemies will never poison the player,적들이 독 피해를 입히지 않습니다,
,rtd29,Don't start with standard items,일반 아이템을 가지고 시작하지 않습니다,
,rtd30,Items must be placed adjacent to an item of the same type or rarity. This excludes your starting items:,같은 종류 또는 희귀도의 아이템이 상하좌우로 인접하지 않으면 아이템을 가방에 배치할 수 없습니다. 처음에 들고 시작하는 다음 아이템들은 제외됩니다:,
,rtd31,Enemies will never curse the player,적들이 저주를 사용하지 않습니다,
,rtd32,Backpack starts at /x spaces wide,가방의 너비가 /x칸인 채로 시작합니다,
,rtd33,Go directly to each Boss,각 보스에게 직행합니다, WARNING: AUTO-TRANSLATION #####################################################
,rtd34,Start in a room with:,다음이 있는 방에서 시작합니다:, WARNING: AUTO-TRANSLATION #####################################################
,rtd35,All items are replaced after each battle,모든 아이템이 각 전투 이후에 교체됩니다, WARNING: AUTO-TRANSLATION #####################################################
minigames,mini1,Spin /x gold,돌리기 /x골드,
,mini2,Spin - free,돌리기 - 무료,
,mini3,Can't leave yet,아직 나갈 수 없습니다,
,mini4,Finish your guess to leave,답을 마쳐야 나갈 수 있습니다,
,mini5,No more guesses!,기회 끝!,
,mini6,Matching,맞추는 중,
,mini7,You have /x guesses remaining,기회가 /x번 남았습니다,
tutorials,tut1,In combat you click items to use them. You must defeat all enemies to continue.,전투 중에는 아이템을 클릭해 사용할 수 있습니다. 적을 모두 무찔러야 진행할 수 있습니다.,
,tut2,"Add all items to your backpack to continue! While holding an item, you can press right mouse or arrow keys to rotate it!",모든 아이템을 가방에 넣어 다음으로 진행하세요! 아이템을 들고 있는 동안에는 마우스 오른쪽 클릭 혹은 방향키를 눌러 회전시킬 수 있습니다!,
,tutCR81,Put items in the path of your core. Use your core to activate them,"코어의 경로에 아이템들을 배치하고, 코어를 사용해 활성화하세요.",
,tutCR82,"If multiple items are in the path, they will all be used","만약 여러 개의 아이템이 코어의 경로에 있을 경우, 모두 사용됩니다.",
,tutCR83,"If an item occupies multiple spaces, it can be used multiple times","만약 아이템이 여러 칸을 차지하고 있을 경우, 여러 번 사용할 수 있습니다.",
,tutCR84,You can redirect the path of your charge,전하의 경로는 조정할 수 있습니다.,
,tutCR85,"If you don't have enough energy to use an item, the charge is lost. Use a splitter to divide a charge. The energy is rounded up!","아이템을 사용할 정도로 충분한 에너지가 없으면, 전하를 잃게 됩니다. 전하를 나누려면 분배기를 사용하세요. 에너지는 반올림됩니다!",
,tutCR86,Use multiple different charges to hit the same item several times,여러 개의 각기 다른 전하를 활용해 한 개의 아이템을 여러 번 사용할 수 있습니다.,
,tutCR87,"Once a charge has 0 energy, it is destroyed. Use any 0 energy items first","전하의 에너지가 다 떨어질 경우, 파괴됩니다. 에너지를 사용하지 않는 아이템들을 먼저 사용하세요.",
,tutCR88,Some items create charges on their own!,특정한 아이템들은 스스로 전하를 만들어냅니다!,
,tutTote1,Each turn Tote draws 3 carvings. Drag them to your bag to summon them.,매 차례마다 토트는 3개의 인각을 뽑습니다. 인각을 가방으로 드래그해 소환하세요., WARNING: AUTO-TRANSLATION #####################################################
,tutTote2,Some carvings can be used after they are summoned.,어떤 인각은 소환된 다음에 사용할 수 있습니다., WARNING: AUTO-TRANSLATION #####################################################
,tutTote3,Some carvings have a cost to summon - shown at the bottom of the card.,어떤 인각은 카드 아래에 쓰여진 대가를 치르고 소환할 수 있습니다., WARNING: AUTO-TRANSLATION #####################################################
,tutTote4,Discarded carvings can be drawn again. Banished carvings are removed for the rest of combat,버려진 인각은 다시 뽑을 수 있습니다. 추방된 인각은 전투가 끝날 때까지 사용할 수 없습니다, WARNING: AUTO-TRANSLATION #####################################################
,tutTote5,Move carvings to your deck to collect them. Removing them later will cost money!,인각을 덱으로 옮겨 획득하세요. 나중에 인각을 지우는 데에는 돈이 들어갑니다!, WARNING: AUTO-TRANSLATION #####################################################
,,,,
,,,,
,,,,
enemyCards,enemyXP,You will get /x experience for defeating this enemy,처치할 경우 경험치 /x 획득,
,enemyC,"Cowardly! Will flee if only cowardly enemies remain""",겁쟁이! 같은 겁쟁이들끼리 남아있을 경우 도망침,
,enemyB,This enemy is a defender! Anyone behind them cannot be targeted,이 적은 수비병입니다! 이 뒤에 있는 적들은 공격 대상으로 선택할 수 없습니다, WARNING: AUTO-TRANSLATION #####################################################
,enemyS,This enemy is a summon,이 적은 소환수임,
,enemyHP,HP: /x / /y,체력: /x / /y,
enemies,Armadillo,Armadillo,아르마딜로,
,Armadillo1,These armadillos are legendary for their defensive abilities! And their stench!,아르마딜로는 특유의 방어 기술과 끔찍한 악취로 유명합니다.,
,Badger Boss,Badger Boss,오소리 우두머리,
,Badger Boss1,The Badger Boss is a true threat!,오소리 우두머리는 정말 큰 위협입니다!,
,Badger,Badger,오소리,
,Badger1,You never see these guys alone. So annoying!,얘네들은 혼자 다니는 걸 본 적이 없어요. 짜증이 날 지경입니다!,
,Bandit Lord,Bandit Lord,도적왕,
,Bandit Lord1,Isn't rebelling against authority the whole point of being a bandit?,왕권을 거스르는 게 도적질을 하는 이유 아니었나?,
,Bat,Bat,박쥐,
,Bat1,These bats don't drink... wine...,이 박쥐들은... 와인을 마시지 않습니다.,
,Blademaster,Blade Master,블레이드 마스터,
,Blademaster1,"""You seem a decent fellow, I hate to kill you""","너는 괜찮은 친구 같은데, 죽이기 아깝군.", WARNING: ENGLISH TEXT CHANGED #####################################################
,Bearded Dragon,Bearded Dragon,턱수염 도마뱀,
,Bearded Dragon1,Karate practice is a way of life,가라테 연습은 또 하나의 삶의 길입니다.,
,Blue Snail,Blue Snail,파란 달팽이, WARNING: AUTO-TRANSLATION #####################################################
,Blue Snail1,Blueberry flavor! Mmm!,블루베리맛! 맛있겠다!, WARNING: AUTO-TRANSLATION #####################################################
,Crossbowman,Crossbowman,쇠뇌병,
,Crossbowman1,Hares - Nimbler than Badgers and stronger than Rabbits. They are ideal crossbowmen in the King's army,산토끼는 오소리보다 빠르고 평범한 토끼보다 힘이 세 왕의 군대의 쇠뇌병으로 적합합니다.,
,Crow Bandit,Crow Bandit,까마귀 도적,
,Crow Bandit1,They'll take your stuff and fly off,물건을 훔치고 날아가버릴 녀석들입니다.,
,Cultist Blade,Cultist Blade,광신도 검사,
,Cultist Blade1,From his hand a gold chain dangles - an idol of his leader,손에는 수장의 우상인 금 사슬이 흔들립니다.,
,Cultist,Cultist,광신도,
,Cultist1,The cult is a pathway to many unnatural abilities,광신교는 여러 초자연적인 능력을 얻는 길입니다.,
,Elder Mage,Elder Mage,원로 마법사,
,Elder Mage1,From his hand a gold chain dangles - an idol of his leader,손에는 수장의 우상인 금 사슬이 흔들립니다.,
,Ferret King,Ferret King,담비 왕,
,Ferret King1,He'd be kind of cute if he wasn't such a violent person,이렇게까지 폭력적이지만 않았으면 좀 귀여웠을지도 모릅니다.,
,Fire Gecko,Fire Gecko,불 도마뱀붙이,
,Fire Gecko1,"Years of training, but no match for a magical backpack","몇 년을 수행에 바쳤지만, 마법 가방의 상대는 되지 못합니다.",
,Frog Wizard,Frog Wizard,개구리 마법사,
,Frog Wizard1,Frogs know about a deep magic that appears on rare Wednesdays,개구리들은 가끔 수요일이 되면 나타나는 심오한 마법에 대해 알고 있습니다.,
,Gerbil Ruffian,Gerbil Ruffian,사막쥐 폭도,
,Gerbil Ruffian1,Rumor has it that Gerbils used to be pets before the founding of Orderia. These overgrown monsters make you doubt it.,오데리아가 세워지기 전 사막쥐들은 반려동물이었다는 소문이 있습니다. 이런 거대한 괴물을 보고는 그런 생각이 들지 않지만요.,
,Glory Knight,Glory Knight,영광의 기사,
,Glory Knight1,Courageous heroes who have lost their way,갈피를 잃은 용감한 영웅입니다.,
,Grandmaster,Grandmaster,그랜드마스터,
,Grandmaster1,The fires of this place will turn you to ashes,이곳의 불길이 당신을 잿더미로 만들 것입니다.,
,Hawk Knight,Hawk Knight,매 기사,
,Hawk Knight1,Noble. Screechingly loud. Pretty annoying really,고귀합니다. 귀를 찢을 정도로 시끄럽습니다. 사실 좀 짜증납니다.,
,Hermit Crab,Hermit Crab,소라게,
,Hermit Crab1,"Sure they're crabs, but most hermits are easier to avoid",숨을 거면 좀 눈에 안 보이게 숨지.,
,Hermit Crab Mimic,Hermit Crab Mimic,소라게 미믹,
,Hermit Crab Mimic1,looks can be deceiving,눈에 보이는 게 다는 아닙니다.,
,King,King,왕,
,King1,"""All the world will be your enemy""",온 세상이 너의 적이 되리라, WARNING: ENGLISH TEXT CHANGED #####################################################
,Lil Bee,Li'l Bee,작은 벌,
,Lil Bee1,These small bees are all drones of the queen ,이 작은 벌들은 모두 여왕벌의 일벌레들입니다., WARNING: ENGLISH TEXT CHANGED #####################################################
,Living Shadow,Living Shadow,살아있는 그림자,
,Living Shadow1,A dark shadow of yourself.  Doppel-get-over-it!,당신의 어두운 그림자입니다. 도플-걍-패버리세요!,
,Muskrat Brigand,Muskrat Brigand,사향쥐 산적,
,Muskrat Brigand1,"Tiny, spiny, they'll kick you in your... face",작고 가시 돋은 이 녀석들은 당신의... 얼굴을 걷어찰 수 있습니다.,
,Newt,Newt,도마뱀,
,Newt1,Newts stay in moist areas. It's pretty nasty really,도마뱀은 눅눅한 곳에서 지냅니다. 사실 좀 역겨워요.,
,Olm,Olm,도롱뇽,
,Olm1,Is it getting hot in here?,나만 더운가?,
,Pink Flower,Pink Flower,분홍색 꽃,
,Pink Flower1,Beautiful but deadly,아름답지만 치명적입니다.,
,Porcupine,Porcupine ,호저, WARNING: ENGLISH TEXT CHANGED #####################################################
,Porcupine1,Porcupines are usually friendly creatures. Something horrible must have happened to her,호저는 원래 친절한 생물들입니다. 뭔가 끔찍한 일이 일어난 게 분명합니다.,
,Purple Snail,Purple Snail,보라 달팽이, WARNING: AUTO-TRANSLATION #####################################################
,Purple Snail1,Grape flavor. Delicious!,포도맛이군요. 딜리셔스!, WARNING: AUTO-TRANSLATION #####################################################
,Queen Bee,Queen Bee,여왕벌,
,Queen Bee1,The queen bee commands the armies!,군사를 거느리는 여왕벌입니다!,
,Rabbit,Rabbit,토끼,
,Rabbit1,The rabbit knows you are in its garden,당신이 자기 땅에 침입한 걸 잘 알고 있습니다.,
,Ratwolf,Ratwolf,늑대쥐,
,Ratwolf1,"The ratwolf has long patrolled these halls, killing adventurers who stray too far",늑대쥐는 가선 안 되는 곳에 도착한 모험가들을 죽이며 이 복도를 오랫동안 돌아다녔습니다.,
,Red Snail,Red Snail,빨간 달팽이, WARNING: AUTO-TRANSLATION #####################################################
,Red Snail1,Strawberry flavor!,딸기맛!, WARNING: AUTO-TRANSLATION #####################################################
,Repxecutioner,Repxecutioner,파충집행자,
,Repxecutioner1,These lizards are known for their legendary fighting ability,이 도마뱀들은 전설적인 전투 능력으로 잘 알려져 있습니다.,
,Rude Rooster,Rude Rooster,무례한 수탉,
,Rude Rooster1,This guy punched through his shell at 20 days old,이 놈은 낳아진 지 스무 날이 지나자마자 알을 박차고 나왔습니다.,
,Sable,Sable,흑담비,
,Sable1,Sables are fierce predators,흑담비는 공격적인 포식자입니다.,
,Sage Toad,Sage Toad,현자 두꺼비,
,Sage Toad1,Wise toads are no one to be trifled with. That is all you need to know,지혜로운 두꺼비를 건들면 아주 큰일납니다. 그것만 알아두시라고요.,
,Salamander,Salamander,샐러맨더,
,Salamander1,"Wary, powerful, dignified, really long tongue","절제됐고, 강하고, 위엄있고, 혀가 아주 깁니다.",
,Skink,Skink,사막 도마뱀,
,Skink1,"Skinks appear silently, sneaking digits snap up treasures from the unsuspecting",방심하고 있으면 조용히 나타나 짜리몽땅한 손으로 보물들을 훔쳐갑니다.,
,Green Snail,Green Snail,초록 달팽이, WARNING: AUTO-TRANSLATION #####################################################
,Green Snail1,These goopy creatures make you feel sick!,이 끈적한 생물들은 보기만 해도 역겹군요!, WARNING: AUTO-TRANSLATION #####################################################
,Small Ratwolf,Small Ratwolf,작은 늑대쥐,
,Small Ratwolf1,The smaller version of the ratwolves that patrol the upper layers of the dungeon,던전의 윗층을 정찰하는 늑대쥐들의 더 작은 버전입니다.,
,Snake,Snake,뱀,
,Snake1,"Poisonous, Dangerous, keep them away from planes","독 있고, 위험한 녀석들. 비행기에 태우지 마세요.",
,Speaker,Speaker,스피커,
,Speaker1,The speaker interprets the will of the Dark Lady,어둠의 여인의 의지를 흘려보내고 있습니다.,
,Travelling Warrior,Travelling Warrior,떠돌이 용사,
,Travelling Warrior1,"Known for their fast movement and defensive abilities, these rogues are dangerous! Watch out!",빠른 움직임과 방어 능력으로 잘 알려진 이 도적들은 위험합니다! 조심하세요!,
,Turtle,Turtle,거북,
,Turtle1,Their shells are hard. Their hearts are even harder.,"껍데기도 단단하지만, 그들의 심장은 더 단단합니다.",
,Vole,Vole,들쥐,
,Vole1,Voles are notorious for walking off with anything that isn't nailed down,들쥐는 고정돼있지 않은 물건이란 물건은 다 훔쳐가는 걸로 악명이 높습니다.,
,White Flower,White Flower,하얀 꽃,
,White Flower1,Beautiful but deadly,아름답지만 치명적입니다.,
,Hologram,Hologram,홀로그램,
,Hologram1,Made for testing CR-8's newest systems!,CR-8의 신기능을 시험하기 위해 만들어졌습니다!,
,Glory Hunter,Glory Hunter,영광의 사냥꾼, WARNING: AUTO-TRANSLATION #####################################################
,Glory Hunter1,Courageous heroes who have lost their way,갈피를 잃은 용감한 영웅입니다., WARNING: AUTO-TRANSLATION #####################################################
,Ultra Knight,Ultra Knight,울트라 나이트, WARNING: AUTO-TRANSLATION #####################################################
,Ultra Knight1,the ultimate machine - perfectly crafted and impervious to all damage!,완벽한 기공으로 모든 피해에 면역인 최강의 기계입니다!, WARNING: AUTO-TRANSLATION #####################################################
,Legman,Legman,다리맨, WARNING: AUTO-TRANSLATION #####################################################
,Legman1,He never skips leg day,하체 운동을 빼먹는 날이 없습니다., WARNING: AUTO-TRANSLATION #####################################################
,The Muscle,The Muscle,더 머슬, WARNING: AUTO-TRANSLATION #####################################################
,The Muscle1,He'll do anything the Head Honcho demands!,두목이 시키는 게 뭐든 할 녀석입니다!, WARNING: AUTO-TRANSLATION #####################################################
,Head Honcho,Head Honcho,두목, WARNING: AUTO-TRANSLATION #####################################################
,Head Honcho1,"""Me order! Me Master! I run this dungeon!""",내가 명령한다! 내가 대장이다! 내가 이 던전 주인이야!, WARNING: AUTO-TRANSLATION #####################################################
,Nightblade,Nightblade,밤의 칼날, WARNING: AUTO-TRANSLATION #####################################################
,Nightblade1,Elite guards of the College of Dreams who have betrayed the Sacred Trees,성스러운 나무를 배반한 꿈의 학회의 정예 파수꾼들입니다., WARNING: AUTO-TRANSLATION #####################################################
,Hermit Crab Bomb,Hermit Crab Bomb,소라게 폭탄, WARNING: AUTO-TRANSLATION #####################################################
,Hermit Crab Bomb1,"When the Blue Hermit Crab outgrows its shell it explodes, and it goes off in search of a new piece of junk to call home",파란 소라게가 껍데기보다 커지면 폭발하면서 새로운 집을 찾아 떠납니다., WARNING: AUTO-TRANSLATION #####################################################
,Sentry,Sentry,파수기, WARNING: AUTO-TRANSLATION #####################################################
