,sellHere,Drag to me to Sell,Sleep naar mij om te verkopen!,
,removeHere,I can remove a carving - for a price,Ik kan dit snijwerk verwijderen - voor een prijs, WARNING: AUTO-TRANSLATION ##################################################### WARNING: ENGLISH TEXT CHANGED #####################################################
,cantSell,I don't buy those!,Ik koop dit niet!, WARNING: AUTO-TRANSLATION #####################################################
,noMoreSale,I won't take more items!,Ik neem geen voorwerpen meer mee!, WARNING: ENGLISH TEXT CHANGED #####################################################
,on,on,aan,
,off,off,uit,
,windowed,windowed,venstermodus,
,full screen,full screen,volledig scherm,
,borderless,borderless,randloos,
,unlimited,unlimited,onbegrensd,
,low,low,laag,
,medium,medium,middel,
,high,high,hoog,
Item Atlas,ia1,Can only be found by:,Alleen te vinden door:, WARNING: AUTO-TRANSLATION #####################################################
,ia2,Can only be found in:,Alleen te vinden in:, WARNING: AUTO-TRANSLATION #####################################################
context menu,cm1,View card,Bekijk kaart, WARNING: AUTO-TRANSLATION #####################################################
,cm2,Use item,Gebruik voorwerp, WARNING: AUTO-TRANSLATION #####################################################
,cm3,Use Item Max Times,Gebruik voorwerp maximaal mogelijk, WARNING: AUTO-TRANSLATION #####################################################
,cm4,Reroll Items,Voorwerpen Vervangen, WARNING: AUTO-TRANSLATION #####################################################
,cm5,Discover passage,Ontdek doorgang, WARNING: AUTO-TRANSLATION #####################################################
,cm6,Summon enemies,Vijanden oproepen, WARNING: AUTO-TRANSLATION #####################################################
,cm7,Add reward,Beloning toevoegen, WARNING: AUTO-TRANSLATION #####################################################
,cm8,Duplicate potion,Verdubbel drankje, WARNING: AUTO-TRANSLATION #####################################################
,cm9,Combine potions,Drankjes combineren, WARNING: AUTO-TRANSLATION ##################################################### WARNING: ENGLISH TEXT CHANGED #####################################################
,cm10,Flip switch,Schakelaar omzetten, WARNING: AUTO-TRANSLATION #####################################################
,cm11,Return carving,Plaats snijwerk terug, WARNING: AUTO-TRANSLATION #####################################################
,cm12,Remove carving,Verwijder snijwerk, WARNING: AUTO-TRANSLATION #####################################################
gameManagerMessages,gmreo,Reorganize now to claim this item!,Reorganiseer nu om het item te claimen,
,gm1,Finished!,Klaar!,
,gm2,Must be in an empty room!,Moet in een lege kamer zijn!,
,gm3,Cannot save right now!,Kan nu de voortgang niet opslaan!,
,gm4,Complete tutorial to save!,Maak de uitleg af om op te slaan!,
,gm5,Cannnot save while moving!,Kan niet opslaan tijdens het lopen!,
,gm6,Finale,Slotstuk,
,gm7,Part /x of /y,Deel /x van /y,
,gm8,Finished Choosing,Klaar met Kiezen,
,gm9,Can't take more items,Kan niet meer voorwerpen meenemen,
,gm10,Take /x items,Neem /x voorwerpen,
,gm11,Take 1 item,Neem 1 voorwerp,
,gmb,Battle Start!,Start Gevecht!,
,gmpt,Player Turn!,Spelers Beurt!,
,gmet,Enemy Turn!,Vijands Beurt!,
,gm12,You win!,Je hebt gewonnen!,
,gm13,Level Up!,Level Omhoog!,
,gm14,Get items!,Neem Voorwerpen!,
,gm14b,End Battle!,Einde Gevecht!, WARNING: AUTO-TRANSLATION #####################################################
,gm15,Not enough energy,Niet genoeg energie,
,gm16,Any items left outside the backpack will be lost,Alle voorwerpen buiten de rugzak zullen verdwijnen,
,gm17,Finished Reorganizing,Klaar met Reorganiseren,
,gm18,Save Failed!,Opslaan Mislukt!,
,gm19,You have been cursed!,Je bent vervloekt!,
,gm20,Skip curse. Take /x damage,Vloek overslaan. Neem /x schade,
,gm21,Choose an item,Kies een voorwerp,
,gm22,Never Mind,Toch maar niet,as a response when not selecting an item
,gm23,You must place all curses!,Je moet alle vloeken plaatsen!,
,gm24,Cannot be combined with selected item,Kan niet gecombineerd worden met het geselecteerde voorwerp,
,gm25,Cannot be used!,Kan niet gebruikt worden!,
,gm26,Not enough connected Mana,Niet genoeg verbonden Mana,
,gm27,Not enough Gold,Niet genoeg Goud,
,gm28,No more uses this combat,Geen gebruik over dit gevecht,
,gm29,No more uses this turn,Geen gebruik over deze beurt,
,gm30,No more uses,Geen gebruik over,
,gm31,This item is disabled,Dit voorwerp is uitgeschakeld,
,gm32,Anchored,Verankerd,
,gm33,Cannot move a curse,Kan een vloek niet verplaatsen,
,gm34,Cannot move here,Kan hier niet heengaan,
,gm35,Cannot afford,Kan niet veroorloven,
,gm36,Cannot place here,Kan hier niet plaatsen,
,gm37,Finish Battle to Continue,Beëindig Gevecht om verder te gaan,
,gm38,Can't move here!,Kan hier niet heengaan!,
,gm39,Pathway blocked!,Pad geblokkeerd!,
,gm40,Game Loaded,Spel Geladen,
,gm41,Game Saved,Spel Opgeslagen,
,gmillusory,Illusory spaces can only hold carvings,Illusoire vakken kunnen alleen snijwerken bevatten, WARNING: AUTO-TRANSLATION #####################################################
,retry,retry,opnieuw proberen,
,gm42,Choose /x spaces,Kies /x vakjes, WARNING: ENGLISH TEXT CHANGED ##################################################### WARNING: ENGLISH TEXT CHANGED #####################################################
,gm43,Carvings cannot be played while reorganizing,Snijwerken kunnen niet worden gespeeld tijdens het reorganiseren, WARNING: AUTO-TRANSLATION #####################################################
,gm44,You cannot leave this item behind: ,Je kunt dit voorwerp niet achterlaten:, WARNING: AUTO-TRANSLATION #####################################################
,gm45,Item has an invalid placement,Voorwerp heeft een ongeldige plaatsing, WARNING: AUTO-TRANSLATION ##################################################### WARNING: ENGLISH TEXT CHANGED #####################################################
,gm46,Enter text. . .,Tekst invoeren. . ., WARNING: AUTO-TRANSLATION #####################################################
,gm47,More Game Modes,Meer spelmodi, WARNING: AUTO-TRANSLATION #####################################################
,gmCR81,You cannot leave your core behind,Je kan je kern niet achterlaten, WARNING: AUTO-TRANSLATION #####################################################
,gmSatchel1,Items must be placed on a rune space!,Voorwerp moet op een rune slot gezet worden!,
,gmSatchel2,You can't move items once they're crammed in!,Je kan een voorwerp niet verplaatsen nadat het er in gepropt is!,
,gmSatchel3,There's no space to cram it in!,Er is geen ruimte om het in te proppen!,
Tote,gmTote1,Carvings must be placed in your Backpack,Snijwerken moeten in je rugzak worden geplaatst, WARNING: AUTO-TRANSLATION #####################################################
,gmTote2,Carvings in hand,Snijwerken in hand, WARNING: AUTO-TRANSLATION #####################################################
,gmTote3,Discarded Carvings,Weggeworpen Snijwerken, WARNING: AUTO-TRANSLATION #####################################################
,gmTote4,Banished Carvings,Verbannen Snijwerken, WARNING: AUTO-TRANSLATION #####################################################
Run Types,rt1,standard,Standaard, WARNING: AUTO-TRANSLATION #####################################################
,rt1d,A basic run with no special settings!,Een basis spel zonder speciale instellingen!, WARNING: AUTO-TRANSLATION #####################################################
,rt2,No experience,Geen ervaring, WARNING: AUTO-TRANSLATION #####################################################
,rt3,Bombs Away,Bommen Los, WARNING: AUTO-TRANSLATION #####################################################
,rt4,Easy Mode,Makkelijke Modus, WARNING: AUTO-TRANSLATION #####################################################
,rt5,Hard Mode,Moeilijke Modus, WARNING: AUTO-TRANSLATION #####################################################
,rt5b,Hard Mode 2,Moeilijke Modus 2, WARNING: AUTO-TRANSLATION #####################################################
,rt5c,Hard Mode 3,Moeilijke Modus 3, WARNING: AUTO-TRANSLATION #####################################################
,rt5dd,Hard Mode 4,Moeilijke Modus 4, WARNING: AUTO-TRANSLATION #####################################################
,rt5v5,Hard Mode 5,Moeilijke Modus 5, WARNING: AUTO-TRANSLATION #####################################################
,rt5e,Unfair Mode,Oneerlijke Modus, WARNING: AUTO-TRANSLATION #####################################################
,rt5f,Hard Puzzle Mode,Moeilijke Puzzelmodus, WARNING: AUTO-TRANSLATION #####################################################
,rt6,Pauper Mode,Pauper-modus, WARNING: AUTO-TRANSLATION #####################################################
,rt7,Glass Cannon,Glazen kanon, WARNING: AUTO-TRANSLATION #####################################################
,rt8,5 by 5 challenge,5 bij 5 uitdaging, WARNING: AUTO-TRANSLATION #####################################################
,rt8b,5 by 7 challenge,5 bij 7 uitdaging, WARNING: AUTO-TRANSLATION #####################################################
,rt9,Another way,Een andere manier, WARNING: AUTO-TRANSLATION #####################################################
,rt10,Big Mode,Grote Modus, WARNING: AUTO-TRANSLATION #####################################################
,rt11,Classic Matthew,Klassieke Matthew, WARNING: AUTO-TRANSLATION #####################################################
,rt12,Endless Dream,Eindeloze Droom, WARNING: AUTO-TRANSLATION #####################################################
,rt13,Great Pair,Geweldig Paar, WARNING: AUTO-TRANSLATION #####################################################
,rt14,Horrible Curse,Vreselijke Vloek, WARNING: AUTO-TRANSLATION #####################################################
,rt15,Horrible Luck,Verschrikkelijk Geluk, WARNING: AUTO-TRANSLATION #####################################################
,rt16,Lethal,Dodelijk, WARNING: AUTO-TRANSLATION #####################################################
,rt17,Penny Pincher,Gierigaard, WARNING: AUTO-TRANSLATION #####################################################
,rt18,Puzzle Mode,Puzzelmodus, WARNING: AUTO-TRANSLATION #####################################################
,rt19,Quick and Easy,Snel en Makkelijk, WARNING: AUTO-TRANSLATION #####################################################
,rt20,Scaling Energy,Energie schalen, WARNING: AUTO-TRANSLATION #####################################################
,rt21,Small Paws,Kleine Pootjes, WARNING: AUTO-TRANSLATION #####################################################
,rt22,Standard Energy,Standaard Energie, WARNING: AUTO-TRANSLATION #####################################################
,rt23,Strong Start,Sterke Start, WARNING: AUTO-TRANSLATION #####################################################
,rt24,Trash Blaster,Rommelschieter, WARNING: AUTO-TRANSLATION #####################################################
,rt25,Wrecked Relics,Verwoeste Relieken, WARNING: AUTO-TRANSLATION #####################################################
,rt26,Boss Rush,Baas Stormloop, WARNING: AUTO-TRANSLATION #####################################################
,rt27,Ever changing,Altijd veranderend, WARNING: AUTO-TRANSLATION #####################################################
,rt28,Adaptive,Aanpassend, WARNING: AUTO-TRANSLATION #####################################################
,Run modifier,Run modifier,Spelmodificatie, WARNING: AUTO-TRANSLATION #####################################################
Run Type Text,rte1,Has been completed!,Het is gedaan!, WARNING: AUTO-TRANSLATION #####################################################
,rte2b,This run was unlocked by completing:,Deze modus is ontgrendeld door het voltooien van:, WARNING: AUTO-TRANSLATION #####################################################
,rte2,This run is locked until you complete:,Deze modus is vergrendeld totdat het volgende voltooit is:, WARNING: AUTO-TRANSLATION #####################################################
,rte3,Locked!,Op slot!, WARNING: AUTO-TRANSLATION #####################################################
Run Type Descriptors,rtd1,You cannot earn experience,Je kunt geen EP verdienen, WARNING: AUTO-TRANSLATION #####################################################
,rtd2,You start with these items. You must keep them the entire run:,Je begint met deze items. Je moet ze het hele spel houden:, WARNING: AUTO-TRANSLATION #####################################################
,rtd3,You can take /x items after each standard battle,Je kunt /x voorwerpen nemen na elk standaard gevecht, WARNING: AUTO-TRANSLATION #####################################################
,rtd4,/x to max health,/x bij maximale leven, WARNING: AUTO-TRANSLATION #####################################################
,rtd5,/x% each time you earn xp,/x% elke keer dat je EP verdient, WARNING: AUTO-TRANSLATION #####################################################
,rtd6,/x% each time you earn gold,/x% elke keer dat je goud verdient, WARNING: AUTO-TRANSLATION #####################################################
,rtd7,/x% to enemy health,/x% bij leven van de vijand, WARNING: AUTO-TRANSLATION #####################################################
,rtd8,Backpack limited to /x spaces wide,Rugzak beperkt tot /x vakken breed, WARNING: AUTO-TRANSLATION #####################################################
,rtd9,You can only find common and uncommon items,Je kunt alleen gewone en ongewone voorwerpen vinden, WARNING: AUTO-TRANSLATION #####################################################
,rtd10,You start with these items:,Je begint met deze voorwerpen:, WARNING: AUTO-TRANSLATION #####################################################
,rtd11,You cannot find these items:,Je kunt deze voorwerpen niet vinden:, WARNING: AUTO-TRANSLATION #####################################################
,rtd12,Standard chests contain /x items,Standaard kisten bevatten /x items, WARNING: AUTO-TRANSLATION #####################################################
,rtd13,Enemy attacks get /x% damage,Vijandelijke aanvallen krijgen /x% schade, WARNING: AUTO-TRANSLATION #####################################################
,rtd14,You cannot find items of this type:,U kunt geen items van dit type vinden:, WARNING: AUTO-TRANSLATION #####################################################
,rtd15,All weapons receive /x% bonus damage,Alle wapens ontvangen /x% bonusschade, WARNING: AUTO-TRANSLATION #####################################################
,rtd16,/x% to luck,/x% tot geluk, WARNING: AUTO-TRANSLATION #####################################################
,rtd17,All status effects deal damage and disappear each turn,Alle statuseffecten richten schade aan en verdwijnen elke beurt, WARNING: AUTO-TRANSLATION #####################################################
,rtd18,Start the game from Matthew,Start het spel vanaf Matthew, WARNING: AUTO-TRANSLATION #####################################################
,rtd19,Your max health is /x,Je maximale gezondheid is /x, WARNING: AUTO-TRANSLATION #####################################################
,rtd20,Instead of standard items - find a chest after each combat,In plaats van standaarditems - vind een kist na elk gevecht, WARNING: AUTO-TRANSLATION #####################################################
,rtd21,Instead of standard items - find a store after each combat,In plaats van standaarditems - bezoek een winkel na elk gevecht, WARNING: AUTO-TRANSLATION #####################################################
,rtd22,You can only find /x space items,Je kunt alleen /x vak-voorwerpen vinden, WARNING: AUTO-TRANSLATION #####################################################
,rtd23,You can only find items that are /x spaces or larger,Je kunt alleen voorwerpen vinden die /x vakken of groter zijn, WARNING: AUTO-TRANSLATION #####################################################
,rtd24,Your energy starts at /x and increases each turn,Je energie begint op /x en neemt elke beurt toe, WARNING: AUTO-TRANSLATION #####################################################
,rtd25,You get /x energy each turn,Elke beurt krijg je /x energie, WARNING: AUTO-TRANSLATION #####################################################
,rtd26,You cannot find relics,Je kunt geen relieken vinden, WARNING: AUTO-TRANSLATION #####################################################
,rtd27,There is only one floor before each boss,Er is maar één verdieping voor elke baas, WARNING: AUTO-TRANSLATION #####################################################
,rtd28,Enemies will never poison the player,Vijanden zullen de speler nooit vergiftigen, WARNING: AUTO-TRANSLATION #####################################################
,rtd29,Don't start with standard items,Begin niet met standaard voorwerpen, WARNING: AUTO-TRANSLATION #####################################################
,rtd30,Items must be placed adjacent to an item of the same type or rarity. This excludes your starting items:,Voorwerpen moeten naast een voorwerp van hetzelfde type of dezelfde zeldzaamheid worden geplaatst. Dit is exclusief je startvoorwerpen:, WARNING: AUTO-TRANSLATION #####################################################
,rtd31,Enemies will never curse the player,Vijanden zullen de speler nooit vervloeken, WARNING: AUTO-TRANSLATION #####################################################
,rtd32,Backpack starts at /x spaces wide,Rugzak begint bij /x vakken breed, WARNING: AUTO-TRANSLATION #####################################################
,rtd33,Go directly to each Boss,Ga direct naar elke Eindbaas, WARNING: AUTO-TRANSLATION #####################################################
,rtd34,Start in a room with:,Begin in een kamer met:, WARNING: AUTO-TRANSLATION #####################################################
,rtd35,All items are replaced after each battle,Alle voorwerpen worden na elk gevecht vervangen, WARNING: AUTO-TRANSLATION #####################################################
minigames,mini1,Spin /x gold,Draai /x goud,
,mini2,Spin - free,Draai - gratis,
,mini3,Can't leave yet,Kan nog niet weggaan,
,mini4,Finish your guess to leave,Maak je poging af om weg te gaan,
,mini5,No more guesses!,Geen pogingen meer!,
,mini6,Matching,Zoek de paren,
,mini7,You have /x guesses remaining,Je hebt /x pogingen over,
tutorials,tut1,In combat you click items to use them. You must defeat all enemies to continue.,In een gevecht kan je op een voorwerp klikken om het te gebruiken. Je moet alle vijanden verslaan om verder te gaan.,
,tut2,"Add all items to your backpack to continue! While holding an item, you can press right mouse or arrow keys to rotate it!","Voeg alle voorwerpen toe aan je rugzak om verder te gaan! Terwijl je een voorwerp vasthoudt, kan je op de rechtermuisknop of pijltoetsen drukken om het te draaien!",
,tutCR81,Put items in the path of your core. Use your core to activate them,Plaats voorwerpen in het pad van je kern. Gebruik je kern om ze te activeren, WARNING: AUTO-TRANSLATION #####################################################
,tutCR82,"If multiple items are in the path, they will all be used","Als er meerdere voorwerpen in het pad staan, worden ze allemaal gebruikt", WARNING: AUTO-TRANSLATION #####################################################
,tutCR83,"If an item occupies multiple spaces, it can be used multiple times","Als een item meerdere vakken in beslag neemt, kan het meerdere keren worden gebruikt", WARNING: AUTO-TRANSLATION #####################################################
,tutCR84,You can redirect the path of your charge,Je kunt het pad van je lading omleiden, WARNING: AUTO-TRANSLATION #####################################################
,tutCR85,"If you don't have enough energy to use an item, the charge is lost. Use a splitter to divide a charge. The energy is rounded up!","Als je niet genoeg energie hebt om een ​​item te gebruiken, gaat de lading verloren. Gebruik een splitter om een ​​lading te verdelen. De energie wordt naar boven afgerond!", WARNING: AUTO-TRANSLATION #####################################################
,tutCR86,Use multiple different charges to hit the same item several times,Gebruik meerdere verschillende ladingen om hetzelfde voorwerp meerdere keren te raken, WARNING: AUTO-TRANSLATION #####################################################
,tutCR87,"Once a charge has 0 energy, it is destroyed. Use any 0 energy items first","Zodra een lading 0 energie heeft, wordt deze vernietigd. Gebruik eerst 0 energie-voorwerpen", WARNING: AUTO-TRANSLATION #####################################################
,tutCR88,Some items create charges on their own!,Sommige voorwerpen brengen vanzelf kosten met zich mee!, WARNING: AUTO-TRANSLATION #####################################################
,tutTote1,Each turn Tote draws 3 carvings. Drag them to your bag to summon them.,Elke beurt trekt Tote 3 snijwerken. Sleep ze naar je tas om ze op te roepen., WARNING: AUTO-TRANSLATION #####################################################
,tutTote2,Some carvings can be used after they are summoned.,Sommige snijwerken kunnen worden gebruikt nadat ze zijn opgeroepen., WARNING: AUTO-TRANSLATION #####################################################
,tutTote3,Some carvings have a cost to summon - shown at the bottom of the card.,Sommige snijwerken hebben kosten om op te roepen - weergegeven aan de onderkant van de kaart., WARNING: AUTO-TRANSLATION #####################################################
,tutTote4,Discarded carvings can be drawn again. Banished carvings are removed for the rest of combat,Weggegooide snijwerken kunnen opnieuw worden getrokken. Verbannen snijwerken worden verwijderd voor de rest van het gevecht, WARNING: AUTO-TRANSLATION #####################################################
,tutTote5,Move carvings to your deck to collect them. Removing them later will cost money!,Verplaats snijwerken naar je deck om ze te verzamelen. Later verwijderen kost geld!, WARNING: AUTO-TRANSLATION #####################################################
,,,,
,,,,
,,,,
enemyCards,enemyXP,You will get /x experience for defeating this enemy,Je krijgt /x EP voor het verslaan van deze vijand,
,enemyC,"Cowardly! Will flee if only cowardly enemies remain""",Laf! Vlucht wanneer er alleen laffe vijanden zijn,
,enemyB,This enemy is a defender! Anyone behind them cannot be targeted,Deze vijand is een verdediger! Iedereen achter hen kan niet als doelwit worden gekozen, WARNING: AUTO-TRANSLATION #####################################################
,enemyS,This enemy is a summon,Deze vijand is opgeroepen,
,enemyHP,HP: /x / /y,LP: /x / /y,"example: ""HP: 3 / 5"""
enemies,Armadillo,Armadillo,Gordeldier,
,Armadillo1,These armadillos are legendary for their defensive abilities! And their stench!,Deze gordeldieren zijn legendarisch voor hun verdediging! En hun stank!,
,Badger Boss,Badger Boss,Das Baas,
,Badger Boss1,The Badger Boss is a true threat!,De Das Baas is een echte dreiging!,
,Badger,Badger,Das,
,Badger1,You never see these guys alone. So annoying!,Je ziet deze jongens nooit alleen. Zo irritant!,
,Bandit Lord,Bandit Lord,Heer van de Bandieten,
,Bandit Lord1,Isn't rebelling against authority the whole point of being a bandit?,Is het rebelleren tegen authoriteit niet het hele punt van een bandiet?,
,Bat,Bat,Vleermuis,
,Bat1,These bats don't drink... wine...,Deze vleermuizen drinken geen… wijn…,
,Blademaster,Blade Master,Zwaardmeester,
,Blademaster1,"""You seem a decent fellow, I hate to kill you""","""Je lijkt me een redelijke vent, ik zou het haten om je te doden""",
,Bearded Dragon,Bearded Dragon,Baardagaam,
,Bearded Dragon1,Karate practice is a way of life,Oefenen van karate is een manier van leven,
,Blue Snail,Blue Snail,Blauwe Slak, WARNING: AUTO-TRANSLATION #####################################################
,Blue Snail1,Blueberry flavor! Mmm!,Blauwe bessen smaak! Mmm!, WARNING: AUTO-TRANSLATION #####################################################
,Crossbowman,Crossbowman,Kruisboogman,
,Crossbowman1,Hares - Nimbler than Badgers and stronger than Rabbits. They are ideal crossbowmen in the King's army,Haas - Wendbaarder dan Dassen en sterker dan Konijnen. Ze zijn de ideale kruisboogmannen in het leger van de Koning,
,Crow Bandit,Crow Bandit,Kraaien Bandiet,
,Crow Bandit1,They'll take your stuff and fly off,Ze stelen je spullen en vliegen weg,
,Cultist Blade,Cultist Blade,Sektezwaard,
,Cultist Blade1,From his hand a gold chain dangles - an idol of his leader,Van zijn hand dengelt er een gouden ketting - een idool van zijn leider,
,Cultist,Cultist,Sektelid,
,Cultist1,The cult is a pathway to many unnatural abilities,De sekte is een pad naar veel onnatuurlijke vaardigheden,
,Elder Mage,Elder Mage,Oud-magiër,
,Elder Mage1,From his hand a gold chain dangles - an idol of his leader,Van zijn hand dengelt er een gouden ketting - een idool van zijn leider,
,Ferret King,Ferret King,Fretten Koning,
,Ferret King1,He'd be kind of cute if he wasn't such a violent person,Hij zou best schattig zijn als hij niet zo geweldadig was,
,Fire Gecko,Fire Gecko,Vuur Gekko,
,Fire Gecko1,"Years of training, but no match for a magical backpack","Jaren van training, maar geen partij voor een magische rugzak",
,Frog Wizard,Frog Wizard,Kikker Magiër,
,Frog Wizard1,Frogs know about a deep magic that appears on rare Wednesdays,Kikkers weten van een diepe magie die zelden verschijnt op een woensdag,
,Gerbil Ruffian,Gerbil Ruffian,Woestijnrat Woesteling,
,Gerbil Ruffian1,Rumor has it that Gerbils used to be pets before the founding of Orderia. These overgrown monsters make you doubt it.,Het gerucht is dat woestijnratten huisdieren waren voor het oprichten van Orderia. Deze overgroeide monsters laten je erover twijfelen.,
,Glory Knight,Glory Knight,Ridder van Glorie,
,Glory Knight1,Courageous heroes who have lost their way,Moedige helden die hun weg kwijt zijn,
,Grandmaster,Grandmaster,Grootmeester,
,Grandmaster1,The fires of this place will turn you to ashes,De vlammen van deze plek zullen je tot as verbranden,
,Hawk Knight,Hawk Knight,Havik Ridder,
,Hawk Knight1,Noble. Screechingly loud. Pretty annoying really,Nobel. Schreeuwt luid. Eigenlijk best irritant.,
,Hermit Crab,Hermit Crab,Heremietkreeft,
,Hermit Crab1,"Sure they're crabs, but most hermits are easier to avoid","Natuurlijk, het zijn kreeften, maar de meeste heremieten zijn makkelijker te vermijden",
,Hermit Crab Mimic,Hermit Crab Mimic,Heremietkreeft Mimic, WARNING: AUTO-TRANSLATION #####################################################
,Hermit Crab Mimic1,looks can be deceiving,schijn bedriegt, WARNING: AUTO-TRANSLATION #####################################################
,King,King,Koning,
,King1,"""All the world will be your enemy""","""De hele wereld zal je vijand zijn""",
,Lil Bee,Li'l Bee,Klein Bijtje,
,Lil Bee1,These small bees are all drones of the queen ,Deze kleine bijen zijn allemaal darren van de koningin, WARNING: ENGLISH TEXT CHANGED #####################################################
,Living Shadow,Living Shadow,Levende Schaduw,
,Living Shadow1,A dark shadow of yourself.  Doppel-get-over-it!,Een duistere schaduw van jezelf. Ga er dubbel overheen., WARNING: ENGLISH TEXT CHANGED #####################################################
,Muskrat Brigand,Muskrat Brigand,Muskusrat Rover,
,Muskrat Brigand1,"Tiny, spiny, they'll kick you in your... face","Klein, stekelig, en ze schoppen je in je… gezicht",
,Newt,Newt,Watersalamander,
,Newt1,Newts stay in moist areas. It's pretty nasty really,Watersalamanders blijven in vochtige plekken. Het is eigenlijk vrij vies,
,Olm,Olm,Olm,
,Olm1,Is it getting hot in here?,Begint het hier heet te worden?,
,Pink Flower,Pink Flower,Roze Bloem,
,Pink Flower1,Beautiful but deadly,Mooi maar dodelijk,
,Porcupine,Porcupine ,Stekelvarken, WARNING: ENGLISH TEXT CHANGED #####################################################
,Porcupine1,Porcupines are usually friendly creatures. Something horrible must have happened to her,Stekelvarkens zijn meestal vriendelijke wezens. Er moet hier iets vreselijks gebeurd zijn.,
,Purple Snail,Purple Snail,Paarse Slak, WARNING: AUTO-TRANSLATION #####################################################
,Purple Snail1,Grape flavor. Delicious!,Druivensmaak. Heerlijk!, WARNING: AUTO-TRANSLATION #####################################################
,Queen Bee,Queen Bee,Bijenkoningin,
,Queen Bee1,The queen bee commands the armies!,De koningin commandeert het leger,
,Rabbit,Rabbit,Konijn,
,Rabbit1,The rabbit knows you are in its garden,Het konijn weet dat je in zijn tuin bent,
,Ratwolf,Ratwolf,Ratwolf,
